ダウンロードした時刻：2019/01/25 16:25:19

,,,東京,東京,東京,東京,東京,東京
年,月,日,天気概況(夜：18時～翌日06時),天気概況(夜：18時～翌日06時),天気概況(夜：18時～翌日06時),天気概況(昼：06時～18時),天気概況(昼：06時～18時),天気概況(昼：06時～18時)
,,,,品質情報,均質番号,,品質情報,均質番号
2015,1,1,快晴,8,1,曇時々晴一時雪,8,1
2015,1,2,晴一時曇,8,1,晴時々曇,8,1
2015,1,3,晴後薄曇,8,1,快晴,8,1
2015,1,4,快晴,8,1,曇後晴,8,1
2015,1,5,曇一時晴,8,1,快晴,8,1
2015,1,6,曇時々晴,8,1,曇後時々雨,8,1
2015,1,7,快晴,8,1,晴時々曇,8,1
2015,1,8,快晴,8,1,快晴,8,1
2015,1,9,快晴,8,1,快晴,8,1
2015,1,10,快晴,8,1,快晴,8,1
2015,1,11,晴一時曇,8,1,快晴,8,1
2015,1,12,快晴,8,1,快晴,8,1
2015,1,13,晴,8,1,快晴,8,1
2015,1,14,曇,8,1,晴後曇,8,1
2015,1,15,雨後晴,8,1,大雨一時曇,8,1
2015,1,16,曇後晴,8,1,晴後曇,8,1
2015,1,17,快晴,8,1,晴,8,1
2015,1,18,晴時々薄曇,8,1,快晴,8,1
2015,1,19,快晴,8,1,晴,8,1
2015,1,20,晴後曇,8,1,快晴,8,1
2015,1,21,曇一時雨,8,1,曇時々雪後雨,8,1
2015,1,22,雨,8,1,雨一時曇,8,1
2015,1,23,快晴,8,1,晴一時曇,8,1
2015,1,24,快晴,8,1,曇,8,1
2015,1,25,曇後一時雨,8,1,晴後薄曇,8,1
2015,1,26,雨一時曇,8,1,曇時々晴,8,1
2015,1,27,曇時々雨後一時みぞれ,8,1,晴時々曇一時雨,8,1
2015,1,28,快晴,8,1,晴時々曇一時雪,8,1
2015,1,29,曇後一時雪,8,1,晴後曇,8,1
2015,1,30,晴時々曇,8,1,雪一時みぞれ後雨,8,1
2015,1,31,快晴,8,1,快晴,8,1
2015,2,1,快晴,8,1,快晴,8,1
2015,2,2,晴,8,1,快晴,8,1
2015,2,3,晴時々曇,8,1,晴,8,1
2015,2,4,曇,8,1,晴後時々薄曇,8,1
2015,2,5,雨後晴,8,1,雨時々みぞれ,8,1
2015,2,6,快晴,8,1,快晴,8,1
2015,2,7,雨後曇一時晴,8,1,曇,8,1
2015,2,8,晴時々曇,8,1,曇一時雨,8,1
2015,2,9,晴,8,1,曇後時々晴,8,1
2015,2,10,快晴,8,1,快晴,8,1
2015,2,11,薄曇時々晴,8,1,晴,8,1
2015,2,12,晴一時曇,8,1,快晴,8,1
2015,2,13,快晴,8,1,晴後曇,8,1
2015,2,14,快晴,8,1,快晴,8,1
2015,2,15,晴後一時薄曇,8,1,快晴,8,1
2015,2,16,薄曇時々晴,8,1,薄曇時々晴,8,1
2015,2,17,雨,8,1,雨時々曇一時雪,8,1
2015,2,18,曇一時雨後晴,8,1,雨、みぞれを伴う,8,1
2015,2,19,晴一時曇,8,1,晴,8,1
2015,2,20,快晴,8,1,晴,8,1
2015,2,21,曇後一時雨,8,1,晴,8,1
2015,2,22,雨一時曇,8,1,曇一時雨,8,1
2015,2,23,曇時々晴一時雨,8,1,曇一時雨,8,1
2015,2,24,曇,8,1,曇,8,1
2015,2,25,曇,8,1,曇,8,1
2015,2,26,雨一時曇後晴,8,1,雨一時曇,8,1
2015,2,27,曇一時晴,8,1,晴,8,1
2015,2,28,曇後一時雨,8,1,晴一時曇,8,1
2015,3,1,雨一時曇後晴,8,1,曇後雨,8,1
2015,3,2,晴時々曇,8,1,快晴,8,1
2015,3,3,雨一時曇,8,1,曇一時雨,8,1
2015,3,4,薄曇,8,1,曇時々晴一時雨,8,1
2015,3,5,曇,8,1,晴,8,1
2015,3,6,雨一時曇,8,1,曇,8,1
2015,3,7,曇時々雨,8,1,曇時々雨,8,1
2015,3,8,曇,8,1,雨後曇,8,1
