ダウンロードした時刻：2019/01/25 16:25:51

,,,東京,東京,東京,東京,東京,東京
2008,3,7,晴一時雨、雷を伴う,8,1,晴後一時雨、雷を伴う,8,1
2008,3,8,快晴,8,1,快晴,8,1
2008,3,9,晴時々曇,8,1,晴時々薄曇,8,1
2008,3,10,快晴,8,1,雨後曇一時晴,8,1
2008,3,11,快晴,8,1,晴,8,1
2008,3,12,曇後一時晴,8,1,晴,8,1
2008,3,13,曇,8,1,晴,8,1
2008,3,14,雨後曇、雷を伴う,8,1,雨時々曇,8,1
2008,3,15,晴後一時曇,8,1,晴,8,1
2008,3,16,曇時々晴,8,1,曇後晴,8,1
2008,3,17,曇,8,1,曇,8,1
2008,3,18,晴後曇,8,1,晴一時曇,8,1
2008,3,19,雨,8,1,曇後雨,8,1
2008,3,20,雨後曇,8,1,雨,8,1
2008,3,21,晴一時曇,8,1,曇一時雨,8,1
2008,3,22,晴,8,1,快晴,8,1
2008,3,23,曇後一時雨,8,1,薄曇時々晴,8,1
2008,3,24,晴,8,1,雨後曇,8,1
2008,3,25,曇,8,1,晴,8,1
2008,3,26,曇後一時雨,8,1,晴一時曇,8,1
2008,3,27,曇時々晴,8,1,晴時々曇,8,1
2008,3,28,晴一時雨,8,1,曇時々晴一時雨,8,1
2008,3,29,薄曇時々晴,8,1,晴後薄曇,8,1
2008,3,30,雨,8,1,曇後雨,8,1
2008,3,31,快晴,8,1,雨後晴,8,1
2008,4,1,快晴,8,1,快晴,8,1
2008,4,2,薄曇後晴,8,1,晴後薄曇,8,1
2008,4,3,晴,8,1,晴,8,1
2008,4,4,晴一時薄曇,8,1,晴時々薄曇,8,1
2008,4,5,薄曇後一時晴,8,1,薄曇後一時晴,8,1
2008,4,6,晴,8,1,快晴,8,1
2008,4,7,大雨,8,1,曇時々雨一時晴,8,1
2008,4,8,雨後曇,8,1,大雨、雷を伴う,8,1
2008,4,9,曇後一時雨,8,1,曇,8,1
2008,4,10,雨,8,1,雨,8,1
2008,4,11,晴後曇,8,1,晴一時雨,8,1
2008,4,12,曇後雨,8,1,曇時々晴,8,1
2008,4,13,雨時々曇一時霧雨,8,1,雨時々曇,8,1
2008,4,14,快晴,8,1,雨後晴,8,1
2008,4,15,晴後薄曇,8,1,晴,8,1
2008,4,16,曇,8,1,曇一時晴,8,1
2008,4,17,大雨,8,1,曇後雨,8,1
2008,4,18,雨後一時曇,8,1,大雨,8,1
2008,4,19,曇時々雨,8,1,曇時々雨,8,1
2008,4,20,曇一時晴,8,1,曇,8,1
2008,4,21,曇,8,1,曇後時々晴,8,1
2008,4,22,晴時々曇,8,1,晴,8,1
2008,4,23,曇,8,1,晴時々曇,8,1
2008,4,24,曇一時雨,8,1,曇時々雨,8,1
2008,4,25,曇,8,1,曇後晴,8,1
2008,4,26,雨時々曇,8,1,曇後雨,8,1
2008,4,27,曇一時晴,8,1,曇一時雨後晴,8,1
2008,4,28,曇,8,1,薄曇後一時晴,8,1
2008,4,29,快晴,8,1,曇後晴,8,1
2008,4,30,快晴,8,1,快晴,8,1
2008,5,1,曇,8,1,薄曇,8,1
2008,5,2,雨一時曇,8,1,曇時々雨,8,1
2008,5,3,曇一時晴,8,1,雨後曇一時晴,8,1
2008,5,4,曇時々霧雨,8,1,曇後一時雨,8,1
2008,5,5,曇一時雨後晴,8,1,曇後一時雨,8,1
2008,5,6,晴,8,1,快晴,8,1
2008,5,7,晴時々薄曇,8,1,晴,8,1
2008,5,8,曇,8,1,薄曇一時晴,8,1
2008,5,9,曇時々雨,8,1,曇,8,1
2008,5,10,雨,8,1,雨,8,1
2008,5,11,曇一時晴,8,1,雨後曇,8,1
2008,5,12,曇後雨,8,1,曇,8,1
2008,5,13,曇後一時雨,8,1,雨時々曇,8,1
2008,5,14,曇後晴,8,1,雨後曇,8,1
2008,5,15,晴時々薄曇,8,1,晴時々薄曇,8,1
2008,5,16,曇,8,1,薄曇後時々晴,8,1
2008,5,17,雨時々曇後一時晴,8,1,晴時々曇後一時雨,8,1
2008,5,18,曇時々晴,8,1,晴時々薄曇,8,1
2008,5,19,大雨,8,1,曇,8,1
2008,5,20,薄曇後一時晴,8,1,大雨後曇,8,1
2008,5,21,晴後一時薄曇,8,1,晴,8,1
2008,5,22,薄曇後一時晴,8,1,薄曇時々晴,8,1
2008,5,23,薄曇,8,1,薄曇一時晴,8,1
2008,5,24,雨,8,1,曇後一時雨,8,1
2008,5,25,曇時々晴,8,1,雨後曇,8,1
2008,5,26,晴,8,1,晴時々曇,8,1
2008,5,27,晴後曇,8,1,晴,8,1
2008,5,28,曇後一時雨,8,1,曇,8,1
2008,5,29,雨時々曇,8,1,雨,8,1
2008,5,30,雨時々曇,8,1,雨後曇,8,1
2008,5,31,曇時々雨後晴,8,1,雨,8,1
2008,6,1,薄曇,8,1,晴後時々薄曇,8,1
2008,6,2,曇後雨,8,1,曇後一時雨,8,1
2008,6,3,雨時々曇,8,1,雨,8,1
2008,6,4,曇,8,1,曇後一時晴,8,1
2008,6,5,曇時々雨,8,1,曇時々雨,8,1
2008,6,6,晴後曇,8,1,薄曇時々晴,8,1
2008,6,7,曇,8,1,曇,8,1
2008,6,8,曇後一時雨,8,1,曇,8,1
2008,6,9,晴一時雨、雷を伴う,8,1,雨後時々曇、雷を伴う,8,1
2008,6,10,晴後曇,8,1,晴時々薄曇,8,1
2008,6,11,曇後雨,8,1,曇後時々晴,8,1
2008,6,12,晴,8,1,雨後一時薄曇,8,1
2008,6,13,晴,8,1,快晴,8,1
2008,6,14,曇後一時晴,8,1,薄曇,8,1
2008,6,15,薄曇,8,1,薄曇一時晴,8,1
2008,6,16,晴時々薄曇,8,1,曇後晴,8,1
2008,6,17,曇一時晴,8,1,曇,8,1
2008,6,18,曇,8,1,曇,8,1
2008,6,19,曇一時晴,8,1,曇後一時雨,8,1
2008,6,20,霧雨一時曇後雨,8,1,曇一時雨,8,1
2008,6,21,雨一時曇,8,1,曇時々雨,8,1
2008,6,22,大雨後一時曇,8,1,曇一時霧雨後雨,8,1
2008,6,23,曇一時雨,8,1,曇後一時雨,8,1
2008,6,24,晴後曇,8,1,薄曇時々晴,8,1
2008,6,25,曇後雨,8,1,曇,8,1
2008,6,26,曇,8,1,雨後時々曇,8,1
2008,6,27,曇一時晴,8,1,曇,8,1
2008,6,28,曇後雨,8,1,曇,8,1
2008,6,29,雨,8,1,雨,8,1
2008,6,30,曇後晴,8,1,曇時々雨後一時晴,8,1
2008,7,1,曇,8,1,薄曇後一時晴,8,1
2008,7,2,晴後一時曇,8,1,薄曇時々晴,8,1
2008,7,3,曇後一時雨、雷を伴う,8,1,曇,8,1
2008,7,4,曇一時晴,8,1,曇一時雨後晴,8,1
2008,7,5,曇一時晴,8,1,薄曇後晴,8,1
2008,7,6,雨時々曇,8,1,曇,8,1
2008,7,7,曇,8,1,雨時々曇,8,1
2008,7,8,曇,8,1,曇時々雨,8,1
2008,7,9,曇,8,1,曇,8,1
2008,7,10,曇,8,1,曇,8,1
2008,7,11,晴一時雨,8,1,曇後一時晴,8,1
2008,7,12,晴一時雨,8,1,薄曇時々晴、雷を伴う,8,1
2008,7,13,曇,8,1,薄曇時々晴,8,1
2008,7,14,薄曇、雷を伴う,8,1,曇後一時晴、雷を伴う,8,1
2008,7,15,曇後一時雨,8,1,曇,8,1
2008,7,16,晴時々曇,8,1,曇後晴,8,1
2008,7,17,晴後時々曇,8,1,曇後晴,8,1
2008,7,18,曇後時々晴,8,1,曇後時々雨、雷を伴う,8,1
2008,7,19,曇,8,1,曇後時々晴,8,1
2008,7,20,曇,8,1,晴一時曇,8,1
2008,7,21,曇,8,1,曇後一時晴,8,1
2008,7,22,曇一時晴,8,1,晴一時曇,8,1
2008,7,23,曇,8,1,曇後晴,8,1
2008,7,24,曇後一時晴,8,1,曇後一時晴,8,1
2008,7,25,曇一時雨,8,1,晴時々曇,8,1
2008,7,26,曇,8,1,曇,8,1
2008,7,27,曇一時雨後晴、雷を伴う,8,1,曇後一時雨,8,1
2008,7,28,曇後晴,8,1,曇一時晴,8,1
2008,7,29,曇一時雨、雷を伴う,8,1,晴時々曇,8,1
2008,7,30,曇一時晴,8,1,晴時々曇,8,1
2008,7,31,曇,8,1,曇後一時晴,8,1
2008,8,1,曇時々晴,8,1,曇後一時晴,8,1
2008,8,2,曇時々晴,8,1,曇後晴,8,1
2008,8,3,晴時々薄曇,8,1,晴,8,1
2008,8,4,雨時々曇、雷を伴う,8,1,曇時々晴,8,1
2008,8,5,曇一時雨,8,1,大雨時々曇、雷を伴う,8,1
2008,8,6,曇後晴,8,1,晴時々曇,8,1
2008,8,7,薄曇後晴,8,1,晴後一時薄曇,8,1
2008,8,8,曇時々晴,8,1,晴後一時薄曇,8,1
2008,8,9,曇,8,1,曇,8,1
2008,8,10,曇時々雨一時晴,8,1,曇,8,1
2008,8,11,曇一時晴,8,1,曇後晴,8,1
2008,8,12,晴後曇,8,1,曇時々晴,8,1
2008,8,13,曇,8,1,晴時々曇,8,1
2008,8,14,薄曇時々晴,8,1,晴時々薄曇,8,1
2008,8,15,晴後一時薄曇,8,1,晴時々薄曇,8,1
2008,8,16,曇一時雨、雷を伴う,8,1,曇時々晴後一時雨、雷を伴う,8,1
2008,8,17,曇一時雨,8,1,雨一時曇,8,1
2008,8,18,曇一時雨,8,1,曇後時々晴,8,1
2008,8,19,曇一時雨後晴,8,1,薄曇一時晴,8,1
2008,8,20,曇一時雨,8,1,曇時々晴,8,1
2008,8,21,曇一時雨後晴、雷を伴う,8,1,曇一時晴,8,1
2008,8,22,曇,8,1,曇一時晴,8,1
2008,8,23,雨,8,1,雨時々曇,8,1
2008,8,24,雨後一時曇,8,1,雨時々曇,8,1
2008,8,25,雨一時曇,8,1,雨時々曇,8,1
2008,8,26,曇一時雨後晴,8,1,雨後一時曇,8,1
2008,8,27,曇時々雨,8,1,曇一時晴,8,1
2008,8,28,雨時々曇、雷を伴う,8,1,曇後一時雨、雷を伴う,8,1
2008,8,29,大雨一時曇、雷を伴う,8,1,曇後一時晴,8,1
2008,8,30,大雨時々曇,8,1,曇時々雨,8,1
2008,8,31,曇一時雨、雷を伴う,8,1,晴時々曇一時雨,8,1
2008,9,1,曇,8,1,曇後時々晴,8,1
2008,9,2,晴後一時曇,8,1,晴一時曇,8,1
2008,9,3,晴後一時曇,8,1,晴,8,1
2008,9,4,曇一時雨,8,1,曇,8,1
2008,9,5,曇,8,1,曇後一時晴,8,1
2008,9,6,曇一時雨、雷を伴う,8,1,曇後晴,8,1
2008,9,7,曇時々雨後晴、雷を伴う,8,1,曇時々晴一時雨、雷を伴う,8,1
2008,9,8,曇後晴,8,1,晴時々曇,8,1
2008,9,9,快晴,8,1,快晴,8,1
2008,9,10,快晴,8,1,晴,8,1
2008,9,11,曇後一時晴,8,1,曇時々雨,8,1
2008,9,12,晴後薄曇,8,1,晴,8,1
2008,9,13,晴後曇,8,1,晴後一時曇,8,1
2008,9,14,曇後一時雨,8,1,曇時々晴一時雨,8,1
2008,9,15,雨一時曇,8,1,曇,8,1
2008,9,16,曇時々晴,8,1,雨時々曇後晴,8,1
2008,9,17,曇後一時雨,8,1,晴時々曇,8,1
2008,9,18,曇後雨,8,1,雨,8,1
2008,9,19,大雨後一時曇,8,1,雨時々曇,8,1
2008,9,20,晴後曇,8,1,曇時々晴,8,1
2008,9,21,雨時々曇、雷を伴う,8,1,曇後雨,8,1
2008,9,22,晴,8,1,雨後曇、雷を伴う,8,1
2008,9,23,曇時々晴,8,1,曇時々晴,8,1
2008,9,24,曇時々晴後一時雨,8,1,晴,8,1
2008,9,25,曇時々晴,8,1,曇後一時晴,8,1
2008,9,26,曇一時雨,8,1,曇一時雨,8,1
2008,9,27,曇,8,1,曇,8,1
2008,9,28,曇時々雨,8,1,曇後一時雨,8,1
2008,9,29,雨,8,1,雨,8,1
2008,9,30,雨,8,1,雨後一時曇,8,1
2008,10,1,快晴,8,1,曇一時雨,8,1
2008,10,2,曇一時晴,8,1,快晴,8,1
2008,10,3,晴,8,1,曇後時々晴,8,1
2008,10,4,晴後薄曇,8,1,晴,8,1
2008,10,5,大雨,8,1,曇一時晴,8,1
2008,10,6,曇,8,1,雨後曇,8,1
2008,10,7,大雨一時曇,8,1,曇,8,1
2008,10,8,曇,8,1,雨時々曇,8,1
2008,10,9,晴一時曇,8,1,晴時々曇,8,1
2008,10,10,曇時々晴一時雨,8,1,晴後曇一時雨,8,1
2008,10,11,晴,8,1,雨後曇時々晴,8,1
2008,10,12,曇,8,1,晴後曇,8,1
2008,10,13,晴後曇,8,1,曇後晴,8,1
2008,10,14,雨後時々曇,8,1,曇後雨,8,1
2008,10,15,晴一時曇,8,1,曇後晴,8,1
2008,10,16,晴一時薄曇,8,1,晴,8,1
2008,10,17,曇後晴,8,1,晴後曇,8,1
2008,10,18,晴一時曇,8,1,晴時々曇,8,1
2008,10,19,曇後時々雨,8,1,晴後曇,8,1
2008,10,20,曇後晴,8,1,晴後薄曇,8,1
2008,10,21,晴後一時曇,8,1,晴,8,1
2008,10,22,曇後時々雨,8,1,曇一時晴,8,1
2008,10,23,雨後一時曇,8,1,曇後雨,8,1
2008,10,24,曇時々晴一時雨,8,1,大雨,8,1
2008,10,25,曇,8,1,曇,8,1
2008,10,26,曇後一時晴,8,1,曇時々雨,8,1
2008,10,27,晴時々曇一時雨、雷を伴う,8,1,晴後時々曇一時雨、雷を伴う,8,1
2008,10,28,晴後曇,8,1,快晴,8,1
2008,10,29,曇時々晴,8,1,晴時々薄曇,8,1
2008,10,30,晴時々曇,8,1,曇後晴,8,1
2008,10,31,曇後晴,8,1,曇,8,1
2008,11,1,晴時々薄曇,8,1,快晴,8,1
2008,11,2,薄曇,8,1,薄曇後時々晴,8,1
2008,11,3,曇後時々晴,8,1,曇,8,1
2008,11,4,晴,8,1,薄曇後晴,8,1
2008,11,5,薄曇後晴,8,1,曇時々晴,8,1
2008,11,6,曇後雨,8,1,薄曇,8,1
2008,11,7,曇,8,1,曇一時雨後晴,8,1
2008,11,8,曇,8,1,曇時々雨,8,1
2008,11,9,雨,8,1,曇時々雨,8,1
2008,11,10,曇,8,1,曇一時雨,8,1
2008,11,11,曇,8,1,曇,8,1
2008,11,12,曇一時雨,8,1,曇後雨,8,1
2008,11,13,晴,8,1,快晴,8,1
2008,11,14,曇,8,1,曇後晴,8,1
2008,11,15,曇,8,1,曇後一時雨,8,1
2008,11,16,曇一時雨,8,1,雨後一時曇,8,1
2008,11,17,晴後薄曇,8,1,晴時々曇,8,1
2008,11,18,薄曇後晴,8,1,晴時々薄曇,8,1
2008,11,19,快晴,8,1,晴,8,1
2008,11,20,快晴,8,1,快晴,8,1
2008,11,21,快晴,8,1,快晴,8,1
2008,11,22,曇時々晴,8,1,晴後一時曇,8,1
2008,11,23,晴,8,1,晴一時曇,8,1
2008,11,24,雨後一時曇,8,1,曇後雨,8,1
2008,11,25,雨後曇,8,1,晴時々曇,8,1
2008,11,26,晴後時々薄曇,8,1,晴後一時薄曇,8,1
2008,11,27,曇後雨,8,1,雨時々曇,8,1
2008,11,28,快晴,8,1,曇一時雨後晴,8,1
2008,11,29,快晴,8,1,晴,8,1
2008,11,30,快晴,8,1,快晴,8,1
2008,12,1,雨一時曇,8,1,晴後一時曇,8,1
2008,12,2,曇後晴,8,1,曇後一時雨,8,1
2008,12,3,快晴,8,1,快晴,8,1
2008,12,4,曇後一時晴,8,1,快晴,8,1
2008,12,5,曇後晴,8,1,曇後一時雨、雷を伴う,8,1
2008,12,6,曇後晴,8,1,晴,8,1
2008,12,7,晴後曇,8,1,快晴,8,1
2008,12,8,晴時々薄曇,8,1,曇時々晴,8,1
2008,12,9,雨後一時曇,8,1,曇後一時雨,8,1
2008,12,10,曇後晴,8,1,晴時々曇,8,1
2008,12,11,晴一時薄曇,8,1,薄曇時々晴,8,1
2008,12,12,晴時々曇,8,1,快晴,8,1
2008,12,13,曇後一時雨,8,1,曇後時々晴,8,1
2008,12,14,快晴,8,1,雨後時々曇一時晴,8,1
2008,12,15,快晴,8,1,快晴,8,1
2008,12,16,曇,8,1,晴,8,1
2008,12,17,雨後晴時々曇,8,1,雨一時曇,8,1
2008,12,18,晴後一時曇,8,1,快晴,8,1
2008,12,19,晴時々曇,8,1,晴,8,1
2008,12,20,快晴,8,1,晴,8,1
2008,12,21,晴後一時薄曇,8,1,晴,8,1
2008,12,22,雨後曇,8,1,曇時々晴後一時雨,8,1
2008,12,23,快晴,8,1,曇後晴,8,1
2008,12,24,曇後晴,8,1,曇一時晴,8,1
2008,12,25,快晴,8,1,晴一時薄曇,8,1
2008,12,26,快晴,8,1,晴,8,1
2008,12,27,快晴,8,1,快晴,8,1
2008,12,28,快晴,8,1,快晴,8,1
2008,12,29,晴,8,1,快晴,8,1
2008,12,30,快晴,8,1,快晴,8,1
2008,12,31,快晴,8,1,快晴,8,1
