ダウンロードした時刻：2019/01/25 16:25:07

,,,東京,東京,東京,東京,東京,東京
年,月,日,天気概況(夜：18時～翌日06時),天気概況(夜：18時～翌日06時),天気概況(夜：18時～翌日06時),天気概況(昼：06時～18時),天気概況(昼：06時～18時),天気概況(昼：06時～18時)
,,,,品質情報,均質番号,,品質情報,均質番号
2016,1,1,晴時々曇,8,1,快晴,8,1
2016,1,2,快晴,8,1,晴時々薄曇,8,1
2016,1,3,晴一時曇,8,1,晴後時々薄曇,8,1
2016,1,4,快晴,8,1,快晴,8,1
2016,1,5,曇,8,1,晴後一時曇,8,1
2016,1,6,曇一時晴,8,1,曇,8,1
2016,1,7,晴時々曇,8,1,晴時々曇,8,1
2016,1,8,快晴,8,1,晴,8,1
2016,1,9,晴時々曇,8,1,快晴,8,1
2016,1,10,晴,8,1,快晴,8,1
2016,1,11,曇一時雪,8,1,曇一時晴,8,1
2016,1,12,晴一時曇,8,1,雨一時みぞれ後時々曇,8,1
2016,1,13,快晴,8,1,晴一時薄曇,8,1
2016,1,14,晴,8,1,快晴,8,1
2016,1,15,曇一時雨後晴,8,1,晴一時曇,8,1
2016,1,16,曇時々晴,8,1,快晴,8,1
2016,1,17,大雨一時曇後みぞれ,8,1,曇一時晴,8,1
2016,1,18,晴,8,1,大雨後時々晴、みぞれを伴う,8,1
2016,1,19,快晴,8,1,快晴,8,1
2016,1,20,快晴,8,1,晴,8,1
2016,1,21,曇,8,1,薄曇時々晴,8,1
2016,1,22,曇時々晴,8,1,晴一時薄曇,8,1
2016,1,23,曇後時々晴,8,1,曇後時々雨,8,1
2016,1,24,快晴,8,1,快晴,8,1
2016,1,25,快晴,8,1,快晴,8,1
2016,1,26,快晴,8,1,晴,8,1
2016,1,27,快晴,8,1,晴,8,1
2016,1,28,晴後曇,8,1,快晴,8,1
2016,1,29,雨,8,1,雨一時曇,8,1
2016,1,30,曇後時々晴,8,1,雨後曇、あられを伴う,8,1
2016,1,31,晴時々薄曇,8,1,晴一時曇,8,1
2016,2,1,雨後曇,8,1,曇,8,1
2016,2,2,晴一時曇,8,1,晴一時曇,8,1
2016,2,3,晴時々曇,8,1,晴後時々曇,8,1
2016,2,4,晴一時薄曇,8,1,晴時々曇,8,1
2016,2,5,曇一時晴,8,1,晴一時薄曇,8,1
2016,2,6,曇一時雨、みぞれを伴う,8,1,曇,8,1
2016,2,7,晴時々曇,8,1,晴,8,1
2016,2,8,快晴,8,1,曇後晴,8,1
2016,2,9,快晴,8,1,晴,8,1
2016,2,10,快晴,8,1,快晴,8,1
2016,2,11,快晴,8,1,快晴,8,1
2016,2,12,曇,8,1,曇一時晴,8,1
2016,2,13,雨時々曇,8,1,曇時々晴,8,1
2016,2,14,曇一時晴,8,1,雨後晴,8,1
2016,2,15,曇一時雨後晴,8,1,曇後雨,8,1
2016,2,16,快晴,8,1,晴,8,1
2016,2,17,快晴,8,1,晴後時々曇,8,1
2016,2,18,晴,8,1,晴時々曇,8,1
2016,2,19,晴後薄曇,8,1,晴,8,1
2016,2,20,雨後曇,8,1,曇後雨,8,1
2016,2,21,曇一時晴,8,1,曇一時雨後時々晴,8,1
2016,2,22,雨時々曇,8,1,曇後一時雨,8,1
2016,2,23,晴後薄曇,8,1,曇後一時晴,8,1
2016,2,24,雨後みぞれ一時曇,8,1,曇,8,1
2016,2,25,曇後晴,8,1,曇後晴,8,1
2016,2,26,快晴,8,1,快晴,8,1
2016,2,27,快晴,8,1,晴,8,1
2016,2,28,曇時々雨一時晴,8,1,晴後時々曇,8,1
2016,2,29,曇時々雨一時あられ、みぞれを伴う,8,1,曇時々雨,8,1
2016,3,1,晴,8,1,快晴,8,1
2016,3,2,快晴,8,1,晴,8,1
2016,3,3,快晴,8,1,快晴,8,1
2016,3,4,曇時々晴,8,1,晴,8,1
2016,3,5,曇,8,1,曇,8,1
2016,3,6,雨時々曇,8,1,曇一時雨,8,1
