ダウンロードした時刻：2019/01/25 16:25:27

,,,東京,東京,東京,東京,東京,東京
年,月,日,天気概況(夜：18時～翌日06時),天気概況(夜：18時～翌日06時),天気概況(夜：18時～翌日06時),天気概況(昼：06時～18時),天気概況(昼：06時～18時),天気概況(昼：06時～18時)
,,,,品質情報,均質番号,,品質情報,均質番号
2013,1,1,快晴,8,1,晴,8,1
2013,1,2,快晴,8,1,快晴,8,1
2013,1,3,晴,8,1,曇時々晴,8,1
2013,1,4,晴,8,1,快晴,8,1
2013,1,5,薄曇後晴,8,1,曇,8,1
2013,1,6,薄曇後晴,8,1,薄曇一時晴,8,1
2013,1,7,晴時々曇,8,1,晴時々曇,8,1
2013,1,8,晴後曇,8,1,晴,8,1
2013,1,9,曇一時晴,8,1,晴時々曇,8,1
2013,1,10,晴,8,1,晴,8,1
2013,1,11,晴後一時曇,8,1,快晴,8,1
2013,1,12,快晴,8,1,晴一時曇,8,1
2013,1,13,曇後時々雨,8,1,晴時々薄曇,8,1
2013,1,14,晴一時雪,8,1,雪一時雨,8,1
2013,1,15,曇,8,1,晴後一時薄曇,8,1
2013,1,16,晴,8,1,曇後晴,8,1
2013,1,17,曇後晴,8,1,晴時々薄曇,8,1
2013,1,18,快晴,8,1,快晴,8,1
2013,1,19,快晴,8,1,快晴,8,1
2013,1,20,薄曇時々晴,8,1,快晴,8,1
2013,1,21,曇一時雨,8,1,薄曇,8,1
2013,1,22,晴,8,1,雨後晴,8,1
2013,1,23,雨時々曇,8,1,曇,8,1
2013,1,24,晴,8,1,曇時々晴,8,1
2013,1,25,晴,8,1,晴後一時曇,8,1
2013,1,26,快晴,8,1,晴一時曇,8,1
2013,1,27,曇時々晴一時雪,8,1,快晴,8,1
2013,1,28,快晴,8,1,晴一時雪,8,1
2013,1,29,晴,8,1,快晴,8,1
2013,1,30,快晴,8,1,快晴,8,1
2013,1,31,快晴,8,1,晴一時薄曇,8,1
2013,2,1,曇一時雨,8,1,晴後曇,8,1
2013,2,2,晴一時曇,8,1,曇一時雨,8,1
2013,2,3,曇,8,1,晴,8,1
2013,2,4,晴,8,1,晴時々曇一時雨,8,1
2013,2,5,曇後雨一時みぞれ,8,1,曇時々晴,8,1
2013,2,6,曇後一時雨,8,1,みぞれ時々雪後雨,8,1
2013,2,7,薄曇後一時晴,8,1,薄曇時々晴,8,1
2013,2,8,晴後曇,8,1,曇後晴,8,1
2013,2,9,曇時々晴,8,1,薄曇,8,1
2013,2,10,快晴,8,1,晴,8,1
2013,2,11,晴,8,1,晴,8,1
2013,2,12,曇後みぞれ、あられを伴う,8,1,曇後一時雨,8,1
2013,2,13,晴時々曇,8,1,晴一時曇,8,1
2013,2,14,曇,8,1,曇後時々晴,8,1
2013,2,15,晴一時雨,8,1,曇後雨,8,1
2013,2,16,快晴,8,1,快晴,8,1
2013,2,17,薄曇時々晴,8,1,晴時々薄曇,8,1
2013,2,18,曇一時雨,8,1,雨時々曇,8,1
2013,2,19,曇,8,1,雪時々曇,8,1
2013,2,20,晴,8,1,曇後晴,8,1
2013,2,21,晴,8,1,晴,8,1
2013,2,22,快晴,8,1,薄曇時々晴,8,1
2013,2,23,晴一時曇,8,1,晴,8,1
2013,2,24,快晴,8,1,快晴,8,1
2013,2,25,快晴,8,1,快晴,8,1
2013,2,26,曇後雨,8,1,快晴,8,1
2013,2,27,晴後曇,8,1,雨後曇一時晴,8,1
2013,2,28,晴後曇,8,1,曇後晴,8,1
2013,3,1,曇一時雨,8,1,曇,8,1
2013,3,2,快晴,8,1,晴,8,1
2013,3,3,曇,8,1,曇一時晴,8,1
2013,3,4,雨時々曇後晴,8,1,曇後時々晴,8,1
2013,3,5,晴一時曇,8,1,快晴,8,1
2013,3,6,快晴,8,1,快晴,8,1
2013,3,7,薄曇後晴,8,1,曇時々晴,8,1
2013,3,8,晴,8,1,晴後薄曇,8,1
2013,3,9,晴後一時薄曇,8,1,快晴,8,1
