ダウンロードした時刻：2019/01/25 16:25:02

,,,東京,東京,東京,東京,東京,東京
2017,3,8,快晴,8,1,晴一時曇,8,1
2017,3,9,快晴,8,1,快晴,8,1
2017,3,10,晴後一時曇,8,1,晴,8,1
2017,3,11,晴,8,1,晴,8,1
2017,3,12,曇一時雨,8,1,薄曇後一時晴,8,1
2017,3,13,雨時々曇,8,1,曇,8,1
2017,3,14,雨時々曇,8,1,雨時々曇,8,1
2017,3,15,曇後晴,8,1,曇時々雨,8,1
2017,3,16,晴後一時薄曇,8,1,晴後一時曇,8,1
2017,3,17,曇後晴,8,1,晴後時々曇,8,1
2017,3,18,薄曇後晴,8,1,晴後薄曇,8,1
2017,3,19,晴一時曇,8,1,晴後一時曇,8,1
2017,3,20,曇後雨,8,1,晴後薄曇,8,1
2017,3,21,雨一時曇後晴,8,1,雨,8,1
2017,3,22,曇時々晴,8,1,快晴,8,1
2017,3,23,曇一時雨,8,1,薄曇,8,1
2017,3,24,晴一時薄曇,8,1,曇時々晴,8,1
2017,3,25,曇一時晴後雨,8,1,薄曇時々晴,8,1
2017,3,26,雨,8,1,雨,8,1
2017,3,27,晴,8,1,雨後曇一時晴,8,1
2017,3,28,曇時々晴,8,1,晴後時々曇一時雨,8,1
2017,3,29,晴後薄曇,8,1,薄曇後晴,8,1
2017,3,30,薄曇時々晴,8,1,晴後薄曇,8,1
2017,3,31,雨,8,1,曇後時々雨,8,1
2017,4,1,曇時々晴,8,1,雨後一時曇,8,1
2017,4,2,晴後曇,8,1,薄曇時々晴,8,1
2017,4,3,晴一時雨、雷を伴う,8,1,晴一時曇後一時雨、雷を伴う,8,1
2017,4,4,薄曇時々晴,8,1,晴,8,1
2017,4,5,曇後一時晴,8,1,薄曇,8,1
2017,4,6,雨一時曇,8,1,曇一時晴,8,1
2017,4,7,晴後曇時々雨,8,1,雨時々曇後晴,8,1
2017,4,8,曇時々雨,8,1,雨時々曇一時霧雨,8,1
2017,4,9,薄曇時々晴,8,1,雨時々曇,8,1
2017,4,10,曇,8,1,薄曇,8,1
2017,4,11,晴時々薄曇一時雨,8,1,大雨,8,1
2017,4,12,曇時々雨一時晴,8,1,薄曇時々晴,8,1
2017,4,13,晴,8,1,晴後一時曇,8,1
2017,4,14,晴後一時薄曇,8,1,快晴,8,1
2017,4,15,晴時々薄曇,8,1,薄曇時々晴一時雨,8,1
2017,4,16,薄曇一時晴,8,1,晴後時々薄曇,8,1
2017,4,17,雨,8,1,曇後一時雨,8,1
2017,4,18,曇後晴,8,1,曇一時雨,8,1
2017,4,19,快晴,8,1,晴,8,1
2017,4,20,曇,8,1,晴後薄曇,8,1
2017,4,21,曇一時晴,8,1,曇,8,1
2017,4,22,雨後曇,8,1,曇後一時雨,8,1
2017,4,23,曇時々晴,8,1,晴,8,1
2017,4,24,晴一時曇,8,1,曇後晴,8,1
2017,4,25,薄曇,8,1,晴一時曇,8,1
2017,4,26,曇後雨,8,1,曇,8,1
2017,4,27,曇,8,1,曇一時雨,8,1
2017,4,28,晴一時曇,8,1,晴一時曇,8,1
2017,4,29,晴一時雨、雷を伴う,8,1,晴時々曇,8,1
2017,4,30,快晴,8,1,快晴,8,1
2017,5,1,晴一時曇,8,1,晴後一時雨、雷を伴う,8,1
2017,5,2,晴後薄曇,8,1,快晴,8,1
2017,5,3,薄曇,8,1,薄曇,8,1
2017,5,4,晴,8,1,薄曇後晴,8,1
2017,5,5,晴,8,1,晴,8,1
2017,5,6,薄曇一時晴,8,1,薄曇,8,1
2017,5,7,晴一時雨,8,1,曇,8,1
2017,5,8,薄曇時々晴,8,1,晴一時薄曇,8,1
2017,5,9,曇後雨,8,1,薄曇,8,1
2017,5,10,曇時々雨後一時晴,8,1,雨一時曇,8,1
2017,5,11,晴一時薄曇,8,1,晴後曇一時雨,8,1
2017,5,12,曇後時々雨,8,1,薄曇,8,1
2017,5,13,曇時々雨,8,1,雨,8,1
2017,5,14,曇,8,1,曇,8,1
2017,5,15,曇一時雨,8,1,曇一時雨,8,1
2017,5,16,曇,8,1,薄曇,8,1
2017,5,17,曇一時晴,8,1,曇,8,1
2017,5,18,晴一時曇,8,1,曇時々晴一時雨、雷を伴う,8,1
2017,5,19,快晴,8,1,晴,8,1
2017,5,20,快晴,8,1,快晴,8,1
2017,5,21,薄曇,8,1,晴後一時薄曇,8,1
2017,5,22,快晴,8,1,晴時々薄曇,8,1
2017,5,23,薄曇,8,1,晴後一時薄曇,8,1
2017,5,24,雨時々曇,8,1,曇,8,1
2017,5,25,曇時々雨,8,1,雨後曇,8,1
2017,5,26,曇後一時雨,8,1,雨後曇,8,1
2017,5,27,曇一時晴,8,1,曇時々晴,8,1
2017,5,28,薄曇,8,1,晴時々曇,8,1
2017,5,29,快晴,8,1,晴一時薄曇,8,1
2017,5,30,薄曇一時晴,8,1,晴時々薄曇,8,1
2017,5,31,曇後一時雨、雷を伴う,8,1,薄曇,8,1
2017,6,1,曇後一時晴,8,1,曇時々雨一時晴,8,1
2017,6,2,快晴,8,1,晴,8,1
2017,6,3,曇時々晴,8,1,晴一時薄曇,8,1
2017,6,4,晴時々曇,8,1,晴一時曇,8,1
2017,6,5,曇時々雨、雷を伴う,8,1,晴後一時雨、雷を伴う,8,1
2017,6,6,薄曇一時晴,8,1,曇後一時晴,8,1
2017,6,7,雨時々曇,8,1,曇,8,1
2017,6,8,曇後一時晴,8,1,曇一時雨後時々晴,8,1
2017,6,9,曇時々晴,8,1,曇一時晴,8,1
2017,6,10,曇,8,1,薄曇時々晴,8,1
2017,6,11,曇一時雨,8,1,曇,8,1
2017,6,12,曇時々雨,8,1,曇時々晴,8,1
2017,6,13,雨時々曇,8,1,雨一時曇,8,1
2017,6,14,晴後曇,8,1,曇一時雨後時々晴,8,1
2017,6,15,快晴,8,1,晴一時曇,8,1
2017,6,16,晴一時曇,8,1,晴後一時雨,8,1
2017,6,17,薄曇,8,1,晴後時々薄曇,8,1
2017,6,18,雨後曇,8,1,曇後雨,8,1
2017,6,19,晴後曇,8,1,晴一時曇,8,1
2017,6,20,曇後一時雨,8,1,薄曇時々晴,8,1
2017,6,21,曇一時晴,8,1,大雨,8,1
2017,6,22,薄曇時々晴,8,1,薄曇,8,1
2017,6,23,晴後時々曇,8,1,晴,8,1
2017,6,24,曇一時晴後雨,8,1,薄曇一時晴,8,1
2017,6,25,曇,8,1,雨時々曇,8,1
2017,6,26,曇後雨,8,1,曇一時雨,8,1
2017,6,27,曇後雨,8,1,曇,8,1
2017,6,28,曇時々晴,8,1,雨後曇一時晴,8,1
2017,6,29,曇後時々雨,8,1,曇,8,1
2017,6,30,曇後一時雨,8,1,雨時々曇,8,1
2017,7,1,曇後雨,8,1,雨時々曇,8,1
2017,7,2,曇時々雨,8,1,曇,8,1
2017,7,3,曇,8,1,曇,8,1
2017,7,4,雨後曇時々晴,8,1,曇,8,1
2017,7,5,曇一時雨,8,1,曇一時晴,8,1
2017,7,6,曇時々晴,8,1,曇時々晴,8,1
2017,7,7,快晴,8,1,晴,8,1
2017,7,8,晴,8,1,晴,8,1
2017,7,9,晴,8,1,晴後一時薄曇,8,1
2017,7,10,晴後時々曇,8,1,晴,8,1
2017,7,11,晴一時曇,8,1,晴一時曇,8,1
2017,7,12,晴時々曇,8,1,晴,8,1
2017,7,13,晴一時曇,8,1,晴後時々曇,8,1
2017,7,14,晴,8,1,晴,8,1
2017,7,15,薄曇,8,1,晴後時々薄曇,8,1
2017,7,16,曇後一時雨、雷を伴う,8,1,薄曇,8,1
2017,7,17,曇,8,1,薄曇一時雨,8,1
2017,7,18,曇時々晴,8,1,曇時々晴一時雨、雷を伴う,8,1
2017,7,19,曇時々晴,8,1,晴時々曇,8,1
2017,7,20,晴時々曇,8,1,晴,8,1
2017,7,21,晴後一時薄曇,8,1,晴,8,1
2017,7,22,薄曇一時晴,8,1,薄曇時々晴,8,1
2017,7,23,曇,8,1,曇時々雨,8,1
2017,7,24,曇一時晴,8,1,曇,8,1
2017,7,25,曇後時々雨,8,1,曇、雷を伴う,8,1
2017,7,26,曇,8,1,大雨一時曇,8,1
2017,7,27,曇時々雨,8,1,曇,8,1
2017,7,28,曇,8,1,曇時々晴,8,1
2017,7,29,雨後一時曇、雷を伴う,8,1,曇後一時雨、雷を伴う,8,1
2017,7,30,曇時々晴,8,1,曇一時雨,8,1
2017,7,31,晴後曇,8,1,晴時々曇,8,1
2017,8,1,曇時々雨,8,1,曇時々雨,8,1
2017,8,2,曇時々晴,8,1,曇時々雨,8,1
2017,8,3,曇時々雨,8,1,曇,8,1
2017,8,4,曇一時雨,8,1,曇,8,1
2017,8,5,曇一時晴,8,1,曇,8,1
2017,8,6,晴時々薄曇,8,1,曇後晴,8,1
2017,8,7,曇時々雨,8,1,曇時々晴,8,1
2017,8,8,曇一時雨後時々晴,8,1,曇一時雨,8,1
2017,8,9,曇一時雨,8,1,晴時々曇一時雨,8,1
2017,8,10,曇後雨,8,1,曇一時雨,8,1
2017,8,11,雨時々曇,8,1,曇時々雨,8,1
2017,8,12,晴後曇,8,1,曇時々雨後一時晴,8,1
2017,8,13,曇一時雨,8,1,曇一時晴,8,1
2017,8,14,雨時々曇,8,1,曇時々雨,8,1
2017,8,15,雨時々曇,8,1,大雨時々曇,8,1
2017,8,16,雨,8,1,雨,8,1
2017,8,17,曇一時晴,8,1,曇,8,1
2017,8,18,曇一時雨,8,1,曇,8,1
2017,8,19,曇時々雨、雷を伴う,8,1,曇一時雨、雷を伴う,8,1
2017,8,20,曇,8,1,曇,8,1
2017,8,21,曇,8,1,曇一時雨後一時晴,8,1
2017,8,22,晴時々曇,8,1,曇,8,1
2017,8,23,曇一時晴,8,1,晴後曇,8,1
2017,8,24,晴後薄曇,8,1,曇時々晴,8,1
2017,8,25,薄曇,8,1,曇,8,1
2017,8,26,曇,8,1,曇後一時雨,8,1
2017,8,27,晴時々薄曇,8,1,曇時々晴,8,1
2017,8,28,曇時々晴,8,1,曇後晴,8,1
2017,8,29,薄曇時々晴,8,1,曇後一時晴,8,1
2017,8,30,曇,8,1,曇時々晴後一時雨,8,1
2017,8,31,曇,8,1,雨後時々曇,8,1
2017,9,1,雨時々曇,8,1,曇後一時雨,8,1
2017,9,2,晴一時曇,8,1,雨一時曇後晴,8,1
2017,9,3,晴後曇,8,1,晴時々曇,8,1
2017,9,4,曇時々雨,8,1,曇時々雨,8,1
2017,9,5,雨時々曇,8,1,曇,8,1
2017,9,6,曇一時雨,8,1,雨時々曇,8,1
2017,9,7,雨時々曇,8,1,曇時々雨,8,1
2017,9,8,曇時々晴,8,1,曇後晴,8,1
2017,9,9,晴後曇,8,1,晴一時曇,8,1
2017,9,10,晴後薄曇,8,1,晴一時曇,8,1
2017,9,11,雨時々曇,8,1,曇,8,1
2017,9,12,晴時々曇,8,1,雨後時々曇、雷を伴う,8,1
2017,9,13,曇,8,1,晴後薄曇,8,1
2017,9,14,曇一時雨,8,1,曇時々晴,8,1
2017,9,15,曇,8,1,薄曇,8,1
2017,9,16,雨,8,1,曇時々雨,8,1
2017,9,17,雨一時曇、雷を伴う,8,1,雨,8,1
2017,9,18,曇時々晴,8,1,晴,8,1
2017,9,19,曇,8,1,薄曇時々晴,8,1
2017,9,20,薄曇後一時晴,8,1,曇,8,1
2017,9,21,晴時々薄曇,8,1,晴時々曇,8,1
2017,9,22,雨,8,1,曇後雨,8,1
2017,9,23,曇,8,1,曇一時雨,8,1
2017,9,24,曇一時晴,8,1,曇一時晴,8,1
2017,9,25,曇時々晴,8,1,晴時々曇,8,1
2017,9,26,晴後一時薄曇,8,1,晴一時曇,8,1
2017,9,27,大雨一時曇,8,1,曇,8,1
2017,9,28,曇時々雨,8,1,曇時々雨,8,1
2017,9,29,曇時々晴,8,1,晴,8,1
2017,9,30,快晴,8,1,曇後一時晴,8,1
2017,10,1,曇一時晴,8,1,晴後曇,8,1
2017,10,2,雨時々曇,8,1,曇,8,1
2017,10,3,曇後一時雨,8,1,曇時々晴,8,1
2017,10,4,曇時々晴,8,1,曇一時雨,8,1
2017,10,5,曇,8,1,曇後一時晴,8,1
2017,10,6,大雨,8,1,曇後雨,8,1
2017,10,7,晴一時曇,8,1,雨後曇一時晴,8,1
2017,10,8,晴時々曇,8,1,曇時々晴,8,1
2017,10,9,晴一時曇,8,1,晴一時薄曇,8,1
2017,10,10,快晴,8,1,晴,8,1
2017,10,11,曇後一時晴,8,1,曇一時晴,8,1
2017,10,12,曇時々雨,8,1,晴後時々薄曇,8,1
2017,10,13,雨一時曇,8,1,雨,8,1
2017,10,14,曇一時雨,8,1,雨時々曇,8,1
2017,10,15,雨,8,1,雨,8,1
2017,10,16,雨,8,1,雨,8,1
2017,10,17,晴一時曇,8,1,雨後曇,8,1
2017,10,18,曇後雨,8,1,晴後曇,8,1
2017,10,19,雨,8,1,大雨,8,1
2017,10,20,雨,8,1,雨後時々曇,8,1
2017,10,21,雨,8,1,雨,8,1
2017,10,22,大雨,8,1,大雨,8,1
2017,10,23,薄曇時々晴,8,1,曇一時雨後晴,8,1
2017,10,24,曇後時々雨,8,1,曇,8,1
2017,10,25,晴一時雨,8,1,雨後一時曇,8,1
2017,10,26,快晴,8,1,快晴,8,1
2017,10,27,曇一時晴,8,1,晴,8,1
2017,10,28,雨,8,1,雨時々曇,8,1
2017,10,29,晴一時雨,8,1,大雨、雷を伴う,8,1
2017,10,30,晴後一時曇,8,1,快晴,8,1
2017,10,31,晴時々曇,8,1,曇時々晴,8,1
2017,11,1,晴,8,1,晴一時曇,8,1
2017,11,2,曇時々雨,8,1,薄曇一時晴,8,1
2017,11,3,曇,8,1,晴一時曇,8,1
2017,11,4,晴一時雨,8,1,晴時々曇後一時雨,8,1
2017,11,5,晴,8,1,快晴,8,1
2017,11,6,快晴,8,1,快晴,8,1
2017,11,7,薄曇,8,1,晴後一時薄曇,8,1
2017,11,8,晴,8,1,雨後曇,8,1
2017,11,9,晴後時々曇,8,1,快晴,8,1
2017,11,10,晴時々曇,8,1,晴時々曇,8,1
2017,11,11,晴,8,1,晴時々曇,8,1
2017,11,12,晴一時曇,8,1,晴,8,1
2017,11,13,曇一時雨,8,1,曇時々晴,8,1
2017,11,14,曇時々晴一時雨,8,1,曇後雨,8,1
2017,11,15,晴一時曇,8,1,曇後時々晴,8,1
2017,11,16,曇一時晴,8,1,晴後一時曇,8,1
2017,11,17,曇,8,1,晴後一時薄曇,8,1
2017,11,18,曇後晴,8,1,雨時々曇,8,1
2017,11,19,晴後時々薄曇,8,1,晴一時曇,8,1
2017,11,20,快晴,8,1,曇後時々晴,8,1
2017,11,21,晴,8,1,快晴,8,1
2017,11,22,雨,8,1,曇後一時雨,8,1
2017,11,23,晴後曇,8,1,雨後晴,8,1
2017,11,24,快晴,8,1,晴時々曇後一時雨,8,1
2017,11,25,晴一時薄曇,8,1,晴後時々薄曇,8,1
2017,11,26,薄曇一時晴,8,1,晴後一時曇,8,1
2017,11,27,曇,8,1,晴後曇,8,1
2017,11,28,晴一時曇,8,1,曇,8,1
2017,11,29,曇,8,1,晴,8,1
2017,11,30,曇時々雨,8,1,曇時々雨,8,1
2017,12,1,晴時々曇,8,1,曇時々雨,8,1
2017,12,2,晴時々曇,8,1,晴,8,1
2017,12,3,晴,8,1,晴,8,1
2017,12,4,曇時々雨後晴,8,1,曇一時晴,8,1
2017,12,5,快晴,8,1,晴,8,1
2017,12,6,晴,8,1,快晴,8,1
2017,12,7,晴一時薄曇,8,1,晴,8,1
2017,12,8,雨後晴,8,1,曇後一時雨,8,1
2017,12,9,晴後一時薄曇,8,1,快晴,8,1
2017,12,10,晴後時々曇,8,1,晴一時薄曇,8,1
2017,12,11,快晴,8,1,晴一時曇,8,1
2017,12,12,晴一時薄曇,8,1,晴後一時薄曇,8,1
2017,12,13,晴一時曇,8,1,晴,8,1
2017,12,14,薄曇一時晴,8,1,快晴,8,1
2017,12,15,薄曇一時晴,8,1,曇後一時晴,8,1
2017,12,16,薄曇後晴,8,1,晴時々曇,8,1
2017,12,17,晴一時曇,8,1,晴,8,1
2017,12,18,晴,8,1,晴,8,1
2017,12,19,晴一時曇,8,1,快晴,8,1
2017,12,20,快晴,8,1,晴,8,1
2017,12,21,快晴,8,1,晴,8,1
2017,12,22,快晴,8,1,晴一時曇,8,1
2017,12,23,晴時々薄曇,8,1,晴後時々薄曇,8,1
2017,12,24,雨時々曇,8,1,曇後一時晴,8,1
2017,12,25,晴時々曇,8,1,晴,8,1
2017,12,26,快晴,8,1,晴,8,1
2017,12,27,快晴,8,1,晴,8,1
2017,12,28,晴一時薄曇,8,1,快晴,8,1
2017,12,29,快晴,8,1,晴,8,1
2017,12,30,薄曇時々晴,8,1,快晴,8,1
2017,12,31,晴,8,1,曇一時雪,8,1
