ダウンロードした時刻：2019/01/25 16:26:14

,,,東京,東京,東京,東京,東京,東京
2004,3,11,晴後曇,8,1,晴一時曇,8,1
2004,3,12,曇後晴,8,1,曇,8,1
2004,3,13,快晴,8,1,晴,8,1
2004,3,14,晴,8,1,晴,8,1
2004,3,15,晴後曇,8,1,晴,8,1
2004,3,16,晴,8,1,晴一時曇,8,1
2004,3,17,曇一時晴,8,1,晴後薄曇,8,1
2004,3,18,曇一時雨,8,1,曇時々雨,8,1
2004,3,19,曇一時晴,8,1,晴一時曇,8,1
2004,3,20,曇,8,1,雨一時曇,8,1
2004,3,21,晴後曇,8,1,晴後薄曇,8,1
2004,3,22,雨一時曇,8,1,雨一時曇,8,1
2004,3,23,薄曇,8,1,雨後曇,8,1
2004,3,24,雨一時曇,8,1,曇後雨,8,1
2004,3,25,雨一時曇,8,1,曇後一時雨,8,1
2004,3,26,快晴,8,1,雨一時曇後晴,8,1
2004,3,27,晴,8,1,晴後一時薄曇,8,1
2004,3,28,快晴,8,1,快晴,8,1
2004,3,29,曇,8,1,晴後薄曇,8,1
2004,3,30,大雨後一時晴,8,1,曇後一時雨,8,1
2004,3,31,曇,8,1,晴時々曇,8,1
2004,4,1,曇後大雨,8,1,晴一時曇,8,1
2004,4,2,快晴,8,1,曇時々雨後晴,8,1
2004,4,3,晴後曇一時雨,8,1,晴,8,1
2004,4,4,雨後曇,8,1,雨時々曇,8,1
2004,4,5,快晴,8,1,晴,8,1
2004,4,6,晴時々薄曇,8,1,晴後一時薄曇,8,1
2004,4,7,晴後曇一時雨,8,1,晴,8,1
2004,4,8,曇時々晴,8,1,曇一時雨後晴,8,1
2004,4,9,快晴,8,1,晴,8,1
2004,4,10,薄曇,8,1,晴,8,1
2004,4,11,晴一時曇,8,1,薄曇時々晴,8,1
2004,4,12,薄曇,8,1,晴,8,1
2004,4,13,曇,8,1,曇,8,1
2004,4,14,雨後晴,8,1,曇後雨,8,1
2004,4,15,晴後薄曇,8,1,薄曇一時晴,8,1
2004,4,16,快晴,8,1,晴,8,1
2004,4,17,快晴,8,1,薄曇後晴,8,1
2004,4,18,晴後一時曇,8,1,晴,8,1
2004,4,19,雨時々曇,8,1,曇,8,1
2004,4,20,晴,8,1,晴一時曇,8,1
2004,4,21,晴,8,1,快晴,8,1
2004,4,22,晴後薄曇,8,1,晴,8,1
2004,4,23,曇時々晴,8,1,曇時々晴,8,1
2004,4,24,快晴,8,1,晴後曇,8,1
2004,4,25,晴,8,1,晴後一時薄曇,8,1
2004,4,26,曇一時雨,8,1,薄曇,8,1
2004,4,27,曇一時雨後晴,8,1,雨,8,1
2004,4,28,晴,8,1,曇時々晴一時雨、雷を伴う,8,1
2004,4,29,快晴,8,1,快晴,8,1
2004,4,30,晴時々曇,8,1,晴後曇,8,1
2004,5,1,曇一時晴,8,1,晴,8,1
2004,5,2,曇後一時雨,8,1,曇,8,1
2004,5,3,晴後曇一時雨,8,1,曇時々雨後一時晴,8,1
2004,5,4,曇一時雨,8,1,曇,8,1
2004,5,5,曇,8,1,雨後曇,8,1
2004,5,6,曇後一時晴,8,1,曇,8,1
2004,5,7,晴後曇,8,1,快晴,8,1
2004,5,8,曇,8,1,晴時々曇,8,1
2004,5,9,雨,8,1,曇後雨,8,1
2004,5,10,曇後一時晴,8,1,雨後時々曇,8,1
2004,5,11,晴一時薄曇,8,1,晴,8,1
2004,5,12,曇,8,1,曇,8,1
2004,5,13,雨一時曇,8,1,曇,8,1
2004,5,14,晴一時曇,8,1,曇,8,1
2004,5,15,曇後雨,8,1,晴後曇,8,1
2004,5,16,雨後曇,8,1,雨一時曇,8,1
2004,5,17,曇一時晴,8,1,曇,8,1
2004,5,18,曇,8,1,曇後一時雨,8,1
2004,5,19,雨後一時曇,8,1,曇後雨,8,1
2004,5,20,大雨,8,1,雨一時曇,8,1
2004,5,21,曇後一時霧雨,8,1,晴一時雨,8,1
2004,5,22,曇,8,1,霧雨後雨,8,1
2004,5,23,雨後曇,8,1,曇,8,1
2004,5,24,曇一時雨後晴,8,1,晴時々曇,8,1
2004,5,25,晴後曇,8,1,晴,8,1
2004,5,26,薄曇,8,1,晴一時曇,8,1
2004,5,27,曇後一時晴,8,1,曇,8,1
2004,5,28,薄曇一時晴,8,1,晴後一時曇,8,1
2004,5,29,薄曇一時晴,8,1,晴後一時薄曇,8,1
2004,5,30,晴時々曇,8,1,晴,8,1
2004,5,31,雨一時晴,8,1,晴,8,1
2004,6,1,曇,8,1,雨後曇,8,1
2004,6,2,曇,8,1,薄曇,8,1
2004,6,3,快晴,8,1,薄曇,8,1
2004,6,4,快晴,8,1,快晴,8,1
2004,6,5,晴後一時曇,8,1,快晴,8,1
2004,6,6,曇時々雨,8,1,雨,8,1
2004,6,7,曇,8,1,雨時々曇、雷を伴う,8,1
2004,6,8,雨時々曇,8,1,曇,8,1
2004,6,9,雨後曇,8,1,曇,8,1
2004,6,10,曇,8,1,曇,8,1
2004,6,11,雨後曇,8,1,雨一時曇,8,1
2004,6,12,曇後時々雨,8,1,曇一時晴,8,1
2004,6,13,快晴,8,1,曇一時雨,8,1
2004,6,14,快晴,8,1,快晴,8,1
2004,6,15,快晴,8,1,快晴,8,1
2004,6,16,晴後曇,8,1,晴,8,1
2004,6,17,曇,8,1,曇後晴,8,1
2004,6,18,晴,8,1,晴後薄曇,8,1
2004,6,19,薄曇,8,1,薄曇一時晴,8,1
2004,6,20,曇後一時雨,8,1,曇後一時晴,8,1
2004,6,21,曇一時雨後一時晴,8,1,曇後一時雨,8,1
2004,6,22,晴,8,1,晴,8,1
2004,6,23,晴一時曇,8,1,晴後時々曇,8,1
2004,6,24,曇後一時雨,8,1,曇一時晴,8,1
2004,6,25,雨後曇,8,1,雨時々曇,8,1
2004,6,26,曇,8,1,曇一時晴,8,1
2004,6,27,曇,8,1,曇,8,1
2004,6,28,晴時々曇,8,1,曇,8,1
2004,6,29,晴後曇一時雨,8,1,曇後晴,8,1
2004,6,30,薄曇後一時晴,8,1,雨後曇一時晴、雷を伴う,8,1
2004,7,1,晴,8,1,曇後晴,8,1
2004,7,2,晴,8,1,快晴,8,1
2004,7,3,晴一時曇,8,1,晴,8,1
2004,7,4,曇,8,1,快晴,8,1
2004,7,5,曇後一時雨,8,1,曇,8,1
2004,7,6,快晴,8,1,曇一時雨後時々晴,8,1
2004,7,7,快晴,8,1,晴,8,1
2004,7,8,晴,8,1,晴,8,1
2004,7,9,晴,8,1,快晴,8,1
2004,7,10,曇後晴,8,1,曇時々晴後一時雨,8,1
2004,7,11,晴時々曇,8,1,晴後曇一時雨、雷を伴う,8,1
2004,7,12,曇一時雨,8,1,曇一時晴,8,1
2004,7,13,晴後曇,8,1,晴,8,1
2004,7,14,晴,8,1,晴一時曇,8,1
2004,7,15,曇一時雨,8,1,晴後一時雨、雷を伴う,8,1
2004,7,16,曇,8,1,曇後一時雨、雷を伴う,8,1
2004,7,17,曇後時々雨,8,1,晴時々曇,8,1
2004,7,18,晴一時曇,8,1,晴一時曇,8,1
2004,7,19,薄曇,8,1,曇,8,1
2004,7,20,快晴,8,1,晴一時薄曇,8,1
2004,7,21,晴,8,1,晴後曇,8,1
2004,7,22,曇後一時晴,8,1,晴時々薄曇,8,1
2004,7,23,晴一時曇,8,1,晴,8,1
2004,7,24,晴後一時曇,8,1,晴一時曇,8,1
2004,7,25,曇後一時晴,8,1,晴後一時薄曇,8,1
2004,7,26,曇一時雨後晴,8,1,曇一時雨,8,1
2004,7,27,晴後一時曇,8,1,晴時々曇,8,1
2004,7,28,曇時々雨,8,1,晴,8,1
2004,7,29,曇時々雨,8,1,曇時々雨,8,1
2004,7,30,曇後一時雨,8,1,曇後一時雨,8,1
2004,7,31,晴後曇,8,1,曇,8,1
2004,8,1,晴,8,1,晴,8,1
2004,8,2,晴,8,1,晴,8,1
2004,8,3,晴,8,1,曇後一時晴,8,1
2004,8,4,晴後時々曇,8,1,晴,8,1
2004,8,5,曇,8,1,曇,8,1
2004,8,6,曇,8,1,晴一時曇,8,1
2004,8,7,曇一時雨,8,1,曇後一時雨,8,1
2004,8,8,晴,8,1,晴一時曇,8,1
2004,8,9,曇後一時晴,8,1,晴後一時薄曇,8,1
2004,8,10,曇,8,1,晴後曇一時雨、雷を伴う,8,1
2004,8,11,薄曇後晴,8,1,曇後晴,8,1
2004,8,12,薄曇,8,1,晴後薄曇,8,1
2004,8,13,晴,8,1,晴一時曇,8,1
2004,8,14,曇後一時雨,8,1,晴後一時曇,8,1
2004,8,15,曇,8,1,雨後曇,8,1
2004,8,16,曇,8,1,晴一時曇,8,1
2004,8,17,雨後一時曇,8,1,曇,8,1
2004,8,18,薄曇,8,1,晴一時曇,8,1
2004,8,19,晴,8,1,晴一時薄曇,8,1
2004,8,20,晴後曇,8,1,晴,8,1
2004,8,21,曇一時晴,8,1,薄曇時々晴,8,1
2004,8,22,曇時々雨,8,1,曇一時晴,8,1
2004,8,23,雨時々曇,8,1,曇後一時雨,8,1
2004,8,24,曇,8,1,曇,8,1
2004,8,25,曇一時晴,8,1,曇一時雨,8,1
2004,8,26,曇一時雨,8,1,曇一時晴,8,1
2004,8,27,曇,8,1,曇,8,1
2004,8,28,雨,8,1,曇時々雨,8,1
2004,8,29,曇時々雨,8,1,雨,8,1
2004,8,30,曇後時々雨,8,1,曇一時雨,8,1
2004,8,31,晴,8,1,薄曇後晴,8,1
2004,9,1,曇時々晴,8,1,晴,8,1
2004,9,2,曇,8,1,晴一時曇,8,1
2004,9,3,曇一時晴後時々雨、雷を伴う,8,1,晴時々曇,8,1
2004,9,4,大雨後一時曇、雷を伴う,8,1,曇一時雨,8,1
2004,9,5,曇時々雨,8,1,雨時々曇,8,1
2004,9,6,晴,8,1,曇後一時晴,8,1
2004,9,7,曇,8,1,曇一時雨,8,1
2004,9,8,晴,8,1,晴,8,1
2004,9,9,曇時々雨、雷を伴う,8,1,曇時々晴,8,1
2004,9,10,曇,8,1,晴後曇一時雨,8,1
2004,9,11,曇一時晴,8,1,曇,8,1
2004,9,12,晴時々曇,8,1,快晴,8,1
2004,9,13,晴後一時曇,8,1,晴一時曇,8,1
2004,9,14,晴,8,1,曇後時々晴,8,1
2004,9,15,晴,8,1,快晴,8,1
2004,9,16,晴,8,1,快晴,8,1
2004,9,17,晴,8,1,晴後曇,8,1
2004,9,18,曇時々晴,8,1,曇,8,1
2004,9,19,晴時々曇,8,1,晴後曇,8,1
2004,9,20,晴,8,1,曇,8,1
2004,9,21,快晴,8,1,晴後一時曇,8,1
2004,9,22,曇一時雨、雷を伴う,8,1,晴後一時曇,8,1
2004,9,23,曇,8,1,曇後一時晴,8,1
2004,9,24,曇時々雨,8,1,曇,8,1
2004,9,25,曇時々雨,8,1,曇一時雨,8,1
2004,9,26,曇時々雨,8,1,雨一時曇,8,1
2004,9,27,曇一時雨,8,1,大雨,8,1
2004,9,28,曇,8,1,曇後一時晴,8,1
2004,9,29,雨一時曇,8,1,雨時々曇,8,1
2004,9,30,快晴,8,1,晴一時曇,8,1
2004,10,1,快晴,8,1,快晴,8,1
2004,10,2,晴後曇一時雨,8,1,快晴,8,1
2004,10,3,雨,8,1,大雨,8,1
2004,10,4,雨,8,1,雨,8,1
2004,10,5,雨後一時曇,8,1,大雨,8,1
2004,10,6,晴一時薄曇,8,1,晴,8,1
2004,10,7,晴後曇,8,1,晴後一時薄曇,8,1
2004,10,8,大雨,8,1,雨一時曇,8,1
2004,10,9,曇時々雨,8,1,大雨,8,1
2004,10,10,雨一時曇,8,1,曇,8,1
2004,10,11,曇後一時雨,8,1,曇一時雨,8,1
2004,10,12,雨,8,1,雨時々曇,8,1
2004,10,13,曇後晴,8,1,雨後曇,8,1
2004,10,14,曇時々晴,8,1,曇,8,1
2004,10,15,晴後曇,8,1,快晴,8,1
2004,10,16,曇後晴,8,1,曇,8,1
2004,10,17,快晴,8,1,快晴,8,1
2004,10,18,晴後曇,8,1,晴,8,1
2004,10,19,大雨,8,1,雨一時曇,8,1
2004,10,20,大雨一時曇、雷を伴う,8,1,大雨,8,1
2004,10,21,晴後一時曇,8,1,雨後曇一時晴,8,1
2004,10,22,晴,8,1,晴一時薄曇,8,1
2004,10,23,曇一時晴,8,1,晴後曇,8,1
2004,10,24,曇,8,1,曇一時晴,8,1
2004,10,25,曇,8,1,曇後晴,8,1
2004,10,26,雨後曇一時晴,8,1,雨,8,1
2004,10,27,曇後晴,8,1,曇一時晴,8,1
2004,10,28,快晴,8,1,快晴,8,1
2004,10,29,曇,8,1,晴,8,1
2004,10,30,大雨、雷を伴う,8,1,雨一時曇,8,1
2004,10,31,曇後雨、雷・霧を伴う,8,1,曇一時雨,8,1
2004,11,1,晴時々曇、霧を伴う,8,1,曇一時雨、雷を伴う,8,1
2004,11,2,曇一時雨,8,1,晴一時霧,8,1
2004,11,3,快晴,8,1,晴一時曇,8,1
2004,11,4,快晴,8,1,快晴,8,1
2004,11,5,曇一時晴,8,1,快晴,8,1
2004,11,6,晴,8,1,曇後晴,8,1
2004,11,7,曇,8,1,晴後一時曇,8,1
2004,11,8,晴一時曇,8,1,曇,8,1
2004,11,9,快晴,8,1,晴,8,1
2004,11,10,晴後曇,8,1,晴,8,1
2004,11,11,雨,8,1,曇,8,1
2004,11,12,曇一時晴,8,1,雨後曇一時晴,8,1
2004,11,13,曇,8,1,曇時々晴,8,1
2004,11,14,曇,8,1,曇一時雨,8,1
2004,11,15,曇時々晴,8,1,雨後曇,8,1
2004,11,16,晴後一時曇,8,1,晴時々曇,8,1
2004,11,17,曇一時晴,8,1,晴,8,1
2004,11,18,雨,8,1,曇後雨,8,1
2004,11,19,雨一時曇,8,1,雨,8,1
2004,11,20,晴一時曇,8,1,晴後一時曇,8,1
2004,11,21,雨後晴、雷を伴う,8,1,快晴,8,1
2004,11,22,快晴,8,1,快晴,8,1
2004,11,23,快晴,8,1,快晴,8,1
2004,11,24,晴一時曇,8,1,晴,8,1
2004,11,25,晴後一時曇,8,1,快晴,8,1
2004,11,26,曇後晴,8,1,曇,8,1
2004,11,27,快晴,8,1,快晴,8,1
2004,11,28,曇後一時晴,8,1,晴後一時曇,8,1
2004,11,29,晴時々曇,8,1,晴,8,1
2004,11,30,晴後曇,8,1,曇後晴,8,1
2004,12,1,快晴,8,1,晴一時曇,8,1
2004,12,2,快晴,8,1,快晴,8,1
2004,12,3,晴,8,1,快晴,8,1
2004,12,4,大雨,8,1,曇後一時雨,8,1
2004,12,5,快晴,8,1,曇一時雨後晴,8,1
2004,12,6,晴,8,1,快晴,8,1
2004,12,7,晴,8,1,薄曇,8,1
2004,12,8,晴後曇,8,1,快晴,8,1
2004,12,9,曇,8,1,曇,8,1
2004,12,10,晴一時薄曇,8,1,曇後晴,8,1
2004,12,11,晴時々曇,8,1,快晴,8,1
2004,12,12,曇一時雨,8,1,曇一時雨,8,1
2004,12,13,晴一時曇,8,1,晴,8,1
2004,12,14,曇一時晴,8,1,晴一時曇,8,1
2004,12,15,曇,8,1,曇,8,1
2004,12,16,快晴,8,1,晴,8,1
2004,12,17,曇,8,1,晴,8,1
2004,12,18,晴,8,1,晴,8,1
2004,12,19,曇時々雨,8,1,晴後曇,8,1
2004,12,20,曇後晴,8,1,曇,8,1
2004,12,21,曇一時晴,8,1,晴一時曇,8,1
2004,12,22,晴後曇,8,1,晴一時曇,8,1
2004,12,23,曇,8,1,晴一時曇,8,1
2004,12,24,曇一時晴,8,1,晴後曇,8,1
2004,12,25,快晴,8,1,晴一時曇,8,1
2004,12,26,曇後晴,8,1,晴,8,1
2004,12,27,晴一時薄曇,8,1,晴後一時曇,8,1
2004,12,28,曇後一時雨、みぞれを伴う,8,1,晴一時曇,8,1
2004,12,29,曇後晴,8,1,雪一時雨,8,1
2004,12,30,晴後曇,8,1,快晴,8,1
2004,12,31,曇一時雨,8,1,曇後雪一時雨,8,1
