ダウンロードした時刻：2019/01/25 17:08:11

,,,南大東（南大東島）,南大東（南大東島）,南大東（南大東島）,南大東（南大東島）,南大東（南大東島）,南大東（南大東島）
年,月,日,天気概況(夜：18時～翌日06時),天気概況(夜：18時～翌日06時),天気概況(夜：18時～翌日06時),天気概況(昼：06時～18時),天気概況(昼：06時～18時),天気概況(昼：06時～18時)
,,,,品質情報,均質番号,,品質情報,均質番号
2004,1,1,曇,8,1,晴一時曇,8,1
2004,1,2,曇一時晴,8,1,曇後晴,8,1
2004,1,3,曇,8,1,曇一時雨,8,1
2004,1,4,晴一時曇,8,1,曇,8,1
2004,1,5,曇一時雨,8,1,晴一時曇,8,1
2004,1,6,晴,8,1,雨一時曇後晴,8,1
2004,1,7,晴時々曇,8,1,晴,8,1
2004,1,8,晴,8,1,曇,8,1
2004,1,9,晴時々曇,8,1,晴一時曇,8,1
2004,1,10,晴後曇,8,1,晴一時雨,8,1
2004,1,11,曇,8,1,曇時々雨一時晴,8,1
2004,1,12,曇一時雨,8,1,曇,8,1
2004,1,13,曇時々晴,8,1,雨時々曇,8,1
2004,1,14,晴,8,1,曇後時々晴,8,1
2004,1,15,晴,8,1,晴一時曇,8,1
2004,1,16,雨時々曇,8,1,晴時々曇一時雨,8,1
2004,1,17,曇後晴,8,1,曇時々雨,8,1
2004,1,18,曇後晴,8,1,晴一時薄曇,8,1
2004,1,19,雨後時々曇,8,1,曇時々晴,8,1
2004,1,20,晴一時曇,8,1,曇一時雨,8,1
2004,1,21,曇時々晴,8,1,曇時々雨、雷を伴う,8,1
2004,1,22,晴一時曇,8,1,晴時々雨,8,1
2004,1,23,晴時々曇一時雨,8,1,晴一時曇,8,1
2004,1,24,曇時々雨,8,1,雨時々曇,8,1
2004,1,25,晴時々曇,8,1,曇一時雨,8,1
2004,1,26,曇後晴,8,1,薄曇一時晴,8,1
2004,1,27,曇時々雨,8,1,晴後曇時々雨,8,1
2004,1,28,曇一時晴,8,1,晴時々曇,8,1
2004,1,29,雨,8,1,曇一時雨,8,1
2004,1,30,晴一時雨,8,1,雨後晴,8,1
2004,1,31,晴,8,1,晴,8,1
2004,2,1,晴時々曇,8,1,快晴,8,1
2004,2,2,曇後時々雨,8,1,曇時々晴一時雨,8,1
2004,2,3,曇時々雨,8,1,雨時々曇,8,1
2004,2,4,曇時々雨,8,1,曇時々雨,8,1
2004,2,5,雨後曇,8,1,雨,8,1
2004,2,6,曇一時晴,8,1,曇,8,1
2004,2,7,曇一時晴,8,1,曇一時晴,8,1
2004,2,8,雨一時曇,8,1,曇後一時雨,8,1
2004,2,9,雨後曇一時晴,8,1,大雨,8,1
2004,2,10,晴,8,1,晴一時雨,8,1
2004,2,11,晴一時曇,8,1,晴,8,1
2004,2,12,晴一時曇,8,1,晴,8,1
2004,2,13,快晴,8,1,晴,8,1
2004,2,14,晴,8,1,晴,8,1
2004,2,15,曇後晴,8,1,晴時々曇,8,1
2004,2,16,晴後時々曇,8,1,晴,8,1
2004,2,17,快晴,8,1,晴時々曇,8,1
2004,2,18,快晴,8,1,晴,8,1
2004,2,19,晴,8,1,晴一時曇,8,1
2004,2,20,晴,8,1,晴後一時薄曇,8,1
2004,2,21,曇一時雨,8,1,晴,8,1
2004,2,22,晴時々曇,8,1,雨一時曇,8,1
2004,2,23,晴,8,1,晴,8,1
2004,2,24,曇,8,1,晴一時曇,8,1
2004,2,25,晴一時曇,8,1,曇時々雨一時晴,8,1
2004,2,26,晴,8,1,晴一時雨,8,1
2004,2,27,快晴,8,1,晴,8,1
2004,2,28,快晴,8,1,快晴,8,1
2004,2,29,晴,8,1,晴,8,1
2004,3,1,曇時々晴,8,1,晴時々曇,8,1
2004,3,2,雨一時曇,8,1,曇時々雨,8,1
2004,3,3,雨時々曇,8,1,雨,8,1
2004,3,4,晴後時々曇,8,1,曇一時雨,8,1
2004,3,5,晴,8,1,晴一時曇,8,1
