ダウンロードした時刻：2019/01/25 17:08:06

,,,南大東（南大東島）,南大東（南大東島）,南大東（南大東島）,南大東（南大東島）,南大東（南大東島）,南大東（南大東島）
2003,3,8,曇時々雨,8,1,曇後時々晴,8,1
2003,3,9,曇一時晴,8,1,曇時々晴,8,1
2003,3,10,曇時々雨,8,1,曇時々晴,8,1
2003,3,11,曇一時晴,8,1,晴,8,1
2003,3,12,晴,8,1,曇後晴,8,1
2003,3,13,快晴,8,1,晴,8,1
2003,3,14,快晴,8,1,快晴,8,1
2003,3,15,薄曇一時晴,8,1,晴一時薄曇,8,1
2003,3,16,曇,8,1,晴時々薄曇,8,1
2003,3,17,晴後時々曇,8,1,晴時々曇,8,1
2003,3,18,曇時々雨,8,1,曇時々晴一時雨,8,1
2003,3,19,曇,8,1,曇一時晴,8,1
2003,3,20,雨一時曇,8,1,曇一時雨,8,1
2003,3,21,雨時々曇一時晴,8,1,雨時々曇,8,1
2003,3,22,晴後曇,8,1,晴時々曇一時雨,8,1
2003,3,23,薄曇,8,1,薄曇,8,1
2003,3,24,晴後曇,8,1,曇,8,1
2003,3,25,晴時々曇,8,1,曇,8,1
2003,3,26,晴後曇,8,1,晴,8,1
2003,3,27,晴後曇一時雨,8,1,曇後晴,8,1
2003,3,28,曇後雨,8,1,曇時々晴,8,1
2003,3,29,晴,8,1,晴一時雨,8,1
2003,3,30,晴,8,1,快晴,8,1
2003,3,31,曇,8,1,晴時々曇,8,1
2003,4,1,晴時々曇一時霧,8,1,曇時々雨,8,1
2003,4,2,曇一時霧,8,1,曇一時雨,8,1
2003,4,3,晴,8,1,曇一時雨後晴、霧を伴う,8,1
2003,4,4,曇時々雨,8,1,曇一時雨,8,1
2003,4,5,晴,8,1,曇後晴,8,1
2003,4,6,晴時々曇,8,1,晴,8,1
2003,4,7,晴時々曇,8,1,曇後晴,8,1
2003,4,8,曇時々雨,8,1,曇時々雨,8,1
2003,4,9,曇一時晴,8,1,曇一時雨,8,1
2003,4,10,晴一時曇,8,1,晴一時曇,8,1
2003,4,11,曇時々雨一時霧、雷を伴う,8,1,曇時々雨,8,1
2003,4,12,曇時々雨、霧を伴う,8,1,霧後雨、雷を伴う,8,1
2003,4,13,曇後時々霧,8,1,曇時々霧一時晴,8,1
2003,4,14,霧,8,1,曇時々霧,8,1
2003,4,15,曇後時々雨,8,1,霧後晴時々曇,8,1
2003,4,16,曇一時雨,8,1,曇時々雨,8,1
2003,4,17,晴,8,1,曇時々晴,8,1
2003,4,18,晴後一時曇,8,1,晴,8,1
2003,4,19,快晴,8,1,曇後晴,8,1
2003,4,20,晴後曇一時霧,8,1,晴,8,1
2003,4,21,曇一時晴,8,1,大雨時々曇、雷・霧を伴う,8,1
2003,4,22,曇一時雨,8,1,曇,8,1
2003,4,23,晴,8,1,曇時々晴,8,1
2003,4,24,晴,8,1,晴,8,1
2003,4,25,晴一時曇,8,1,快晴,8,1
2003,4,26,曇後一時晴,8,1,晴後一時曇,8,1
2003,4,27,晴時々曇,8,1,曇一時晴,8,1
2003,4,28,晴,8,1,曇時々晴,8,1
2003,4,29,晴時々曇,8,1,晴,8,1
2003,4,30,曇後晴,8,1,晴後一時曇,8,1
2003,5,1,晴時々曇,8,1,晴時々曇,8,1
2003,5,2,晴時々曇,8,1,晴一時曇,8,1
2003,5,3,曇後一時雨,8,1,晴一時曇,8,1
2003,5,4,曇一時雨,8,1,曇時々雨,8,1
2003,5,5,曇,8,1,曇一時雨,8,1
2003,5,6,雨後晴時々曇,8,1,曇時々雨,8,1
2003,5,7,晴,8,1,晴,8,1
2003,5,8,曇時々雨,8,1,晴一時曇,8,1
2003,5,9,晴一時曇,8,1,曇後晴,8,1
2003,5,10,晴時々曇一時雨,8,1,晴,8,1
2003,5,11,快晴,8,1,晴,8,1
2003,5,12,晴一時曇,8,1,晴,8,1
2003,5,13,曇一時晴,8,1,曇時々晴,8,1
2003,5,14,曇一時雨,8,1,曇一時雨,8,1
2003,5,15,晴時々曇一時雨,8,1,曇時々雨,8,1
2003,5,16,雨時々曇,8,1,曇一時雨,8,1
2003,5,17,雨時々曇,8,1,曇時々雨,8,1
2003,5,18,曇一時雨,8,1,曇後時々雨,8,1
2003,5,19,曇時々晴一時雨,8,1,曇時々晴一時雨,8,1
2003,5,20,晴,8,1,晴一時曇,8,1
2003,5,21,晴一時薄曇,8,1,晴,8,1
2003,5,22,晴後曇,8,1,晴,8,1
2003,5,23,晴時々曇,8,1,曇一時雨,8,1
2003,5,24,曇一時雨,8,1,曇一時雨,8,1
2003,5,25,大雨時々曇,8,1,雨一時曇,8,1
2003,5,26,曇一時雨,8,1,曇一時雨,8,1
2003,5,27,雨時々曇、雷を伴う,8,1,曇一時晴,8,1
2003,5,28,大雨,8,1,大雨後一時曇、雷を伴う,8,1
2003,5,29,大雨,8,1,大雨一時曇,8,1
2003,5,30,曇一時雨,8,1,暴風雨後時々曇,8,1
2003,5,31,晴一時曇,8,1,晴,8,1
2003,6,1,晴後時々曇,8,1,曇後晴,8,1
2003,6,2,雨時々曇,8,1,曇時々雨,8,1
2003,6,3,雨時々曇一時晴、雷を伴う,8,1,大雨,8,1
2003,6,4,晴,8,1,晴時々曇,8,1
2003,6,5,薄曇時々晴,8,1,晴時々薄曇,8,1
2003,6,6,曇一時晴,8,1,薄曇後晴,8,1
2003,6,7,大雨,8,1,曇後雨,8,1
2003,6,8,曇時々雨,8,1,大雨,8,1
2003,6,9,曇一時雨,8,1,曇一時雨,8,1
2003,6,10,晴時々薄曇,8,1,晴一時曇,8,1
2003,6,11,曇一時雨,8,1,曇時々晴一時雨,8,1
2003,6,12,晴一時曇,8,1,曇一時雨後時々晴,8,1
2003,6,13,晴,8,1,晴,8,1
2003,6,14,曇一時晴、霧を伴う,8,1,晴,8,1
2003,6,15,晴一時雨、雷を伴う,8,1,晴一時曇、霧を伴う,8,1
2003,6,16,雨後曇一時晴,8,1,晴後曇時々雨,8,1
2003,6,17,薄曇一時晴,8,1,晴時々薄曇,8,1
2003,6,18,晴後薄曇,8,1,晴後時々薄曇,8,1
2003,6,19,晴一時曇,8,1,曇,8,1
2003,6,20,晴,8,1,晴,8,1
2003,6,21,晴,8,1,晴,8,1
2003,6,22,晴時々薄曇,8,1,曇時々雨、雷を伴う,8,1
2003,6,23,晴,8,1,薄曇一時晴,8,1
2003,6,24,晴時々薄曇,8,1,晴一時薄曇,8,1
2003,6,25,晴一時薄曇,8,1,薄曇,8,1
2003,6,26,晴一時薄曇,8,1,薄曇時々晴,8,1
2003,6,27,晴一時薄曇,8,1,晴一時曇,8,1
2003,6,28,晴,8,1,晴,8,1
2003,6,29,晴,8,1,晴,8,1
2003,6,30,晴,8,1,晴,8,1
2003,7,1,晴,8,1,晴,8,1
2003,7,2,晴時々薄曇,8,1,薄曇一時晴,8,1
2003,7,3,曇後時々晴,8,1,薄曇,8,1
2003,7,4,晴,8,1,晴,8,1
2003,7,5,晴,8,1,晴一時雨,8,1
2003,7,6,晴,8,1,晴,8,1
2003,7,7,晴一時雨,8,1,晴,8,1
2003,7,8,晴一時雨,8,1,晴,8,1
2003,7,9,晴,8,1,晴,8,1
2003,7,10,晴一時薄曇,8,1,晴,8,1
2003,7,11,快晴,8,1,晴,8,1
2003,7,12,晴,8,1,晴時々薄曇,8,1
2003,7,13,薄曇,8,1,晴後薄曇,8,1
2003,7,14,薄曇一時雨後晴,8,1,薄曇,8,1
2003,7,15,晴時々曇,8,1,晴後時々薄曇,8,1
2003,7,16,曇後晴,8,1,薄曇,8,1
2003,7,17,晴,8,1,曇時々晴,8,1
2003,7,18,晴,8,1,晴,8,1
2003,7,19,晴,8,1,晴,8,1
2003,7,20,晴一時雨,8,1,晴,8,1
2003,7,21,晴,8,1,晴一時薄曇,8,1
2003,7,22,晴一時薄曇,8,1,晴一時曇,8,1
2003,7,23,晴,8,1,晴,8,1
2003,7,24,晴,8,1,晴,8,1
2003,7,25,快晴,8,1,晴,8,1
2003,7,26,曇時々雨、雷を伴う,8,1,薄曇一時雨、雷を伴う,8,1
2003,7,27,晴時々曇一時雨,8,1,曇時々雨一時晴,8,1
2003,7,28,晴後時々雨、雷を伴う,8,1,曇一時雨,8,1
2003,7,29,晴一時薄曇,8,1,薄曇一時雨,8,1
2003,7,30,薄曇時々晴,8,1,曇時々晴,8,1
2003,7,31,晴,8,1,曇,8,1
2003,8,1,晴一時曇,8,1,晴,8,1
2003,8,2,晴,8,1,晴,8,1
2003,8,3,晴一時曇,8,1,晴後曇,8,1
2003,8,4,晴一時曇,8,1,晴,8,1
2003,8,5,曇時々晴,8,1,晴時々薄曇,8,1
2003,8,6,暴風雨,8,1,曇一時雨,8,1
2003,8,7,曇、大風を伴う,8,1,雨一時曇、大風を伴う,8,1
2003,8,8,曇,8,1,曇,8,1
2003,8,9,曇時々晴,8,1,晴時々曇,8,1
2003,8,10,晴,8,1,晴一時曇,8,1
2003,8,11,晴一時曇,8,1,薄曇時々晴,8,1
2003,8,12,晴,8,1,晴時々薄曇,8,1
2003,8,13,薄曇後晴,8,1,薄曇時々晴,8,1
2003,8,14,晴一時雨,8,1,晴時々薄曇,8,1
2003,8,15,晴一時雨,8,1,晴一時雨,8,1
2003,8,16,晴一時雨,8,1,晴,8,1
2003,8,17,晴,8,1,晴,8,1
2003,8,18,晴一時雨,8,1,晴,8,1
2003,8,19,晴,8,1,晴,8,1
2003,8,20,晴一時雨,8,1,晴,8,1
2003,8,21,晴一時雨,8,1,晴,8,1
2003,8,22,晴,8,1,晴,8,1
2003,8,23,晴一時雨,8,1,晴後薄曇,8,1
2003,8,24,晴一時雨,8,1,晴,8,1
2003,8,25,晴一時曇,8,1,晴一時曇,8,1
2003,8,26,晴,8,1,晴時々雨,8,1
2003,8,27,晴一時雨,8,1,晴,8,1
2003,8,28,晴,8,1,晴,8,1
2003,8,29,晴時々薄曇,8,1,薄曇時々晴,8,1
2003,8,30,曇後晴,8,1,晴後薄曇,8,1
2003,8,31,晴時々雨,8,1,晴時々曇,8,1
2003,9,1,晴一時雨,8,1,晴,8,1
2003,9,2,晴,8,1,晴,8,1
2003,9,3,晴,8,1,晴,8,1
2003,9,4,晴,8,1,晴一時薄曇,8,1
2003,9,5,曇時々晴、雷を伴う,8,1,晴一時雨,8,1
2003,9,6,曇時々雨,8,1,曇後一時雨、雷を伴う,8,1
2003,9,7,晴,8,1,晴時々曇,8,1
2003,9,8,晴一時曇,8,1,曇後一時雨,8,1
2003,9,9,曇時々雨、雷を伴う,8,1,晴時々曇,8,1
2003,9,10,曇時々晴,8,1,曇一時雨,8,1
2003,9,11,曇時々晴,8,1,曇,8,1
2003,9,12,晴一時曇,8,1,晴時々曇,8,1
2003,9,13,晴,8,1,快晴,8,1
2003,9,14,晴,8,1,晴,8,1
2003,9,15,晴,8,1,薄曇後晴,8,1
2003,9,16,快晴,8,1,晴,8,1
2003,9,17,晴時々曇一時雨,8,1,晴一時曇,8,1
2003,9,18,大雨一時曇、雷を伴う,8,1,雨時々曇,8,1
2003,9,19,雨時々曇、雷を伴う,8,1,雨時々曇、雷を伴う,8,1
2003,9,20,曇,8,1,曇時々雨,8,1
2003,9,21,晴,8,1,曇後一時晴,8,1
2003,9,22,薄曇後晴,8,1,晴後一時曇,8,1
2003,9,23,晴時々雨,8,1,晴後一時曇,8,1
2003,9,24,晴一時曇,8,1,晴時々曇一時雨,8,1
2003,9,25,晴,8,1,晴一時曇,8,1
2003,9,26,晴,8,1,晴,8,1
2003,9,27,晴,8,1,晴,8,1
2003,9,28,晴,8,1,晴,8,1
2003,9,29,晴,8,1,晴,8,1
2003,9,30,晴一時雨,8,1,晴,8,1
2003,10,1,晴一時曇,8,1,晴,8,1
2003,10,2,晴時々曇,8,1,晴時々曇,8,1
2003,10,3,晴,8,1,晴一時曇,8,1
2003,10,4,曇一時晴,8,1,曇,8,1
2003,10,5,曇一時晴,8,1,曇一時晴,8,1
2003,10,6,曇,8,1,曇,8,1
2003,10,7,雨,8,1,曇時々雨,8,1
2003,10,8,雨後一時晴、雷を伴う,8,1,曇一時雨,8,1
2003,10,9,曇一時雨,8,1,曇時々雨、雷を伴う,8,1
2003,10,10,雨後曇,8,1,曇時々雨、雷を伴う,8,1
2003,10,11,晴,8,1,晴一時曇,8,1
2003,10,12,晴,8,1,晴,8,1
2003,10,13,快晴,8,1,晴,8,1
2003,10,14,晴時々曇,8,1,快晴,8,1
2003,10,15,曇後晴,8,1,曇時々晴,8,1
2003,10,16,晴一時曇,8,1,晴一時曇,8,1
2003,10,17,晴,8,1,晴一時曇,8,1
2003,10,18,晴時々曇,8,1,曇時々晴一時雨,8,1
2003,10,19,晴,8,1,晴一時曇,8,1
2003,10,20,晴,8,1,晴時々曇,8,1
2003,10,21,晴,8,1,晴一時曇,8,1
2003,10,22,曇時々晴,8,1,晴時々曇,8,1
2003,10,23,薄曇一時晴,8,1,薄曇一時雨,8,1
2003,10,24,曇一時晴,8,1,曇一時晴,8,1
2003,10,25,晴一時曇,8,1,曇後晴,8,1
2003,10,26,快晴,8,1,晴,8,1
2003,10,27,晴一時曇,8,1,晴一時曇,8,1
2003,10,28,快晴,8,1,快晴,8,1
2003,10,29,晴,8,1,晴,8,1
2003,10,30,晴,8,1,晴,8,1
2003,10,31,晴後曇,8,1,晴時々曇,8,1
2003,11,1,晴,8,1,晴一時曇,8,1
2003,11,2,晴,8,1,晴,8,1
2003,11,3,晴,8,1,晴,8,1
2003,11,4,曇後晴,8,1,晴一時曇,8,1
2003,11,5,晴一時曇,8,1,晴時々曇,8,1
2003,11,6,快晴,8,1,晴,8,1
2003,11,7,晴一時曇,8,1,晴一時雨,8,1
2003,11,8,晴時々曇,8,1,曇一時晴,8,1
2003,11,9,晴,8,1,晴,8,1
2003,11,10,晴一時曇,8,1,晴,8,1
2003,11,11,曇時々雨,8,1,晴後曇一時雨,8,1
2003,11,12,晴時々曇,8,1,曇,8,1
2003,11,13,曇時々晴,8,1,晴時々曇,8,1
2003,11,14,曇時々晴一時雨,8,1,曇,8,1
2003,11,15,曇一時雨,8,1,晴時々曇,8,1
2003,11,16,雨一時曇,8,1,雨一時曇,8,1
2003,11,17,雨時々曇,8,1,曇時々雨,8,1
2003,11,18,曇,8,1,曇一時雨,8,1
2003,11,19,大雨後曇一時晴,8,1,曇一時雨,8,1
2003,11,20,晴,8,1,晴一時雨,8,1
2003,11,21,雨時々曇,8,1,晴後曇一時雨,8,1
2003,11,22,雨,8,1,雨一時曇,8,1
2003,11,23,曇後時々晴,8,1,雨後時々曇,8,1
2003,11,24,曇一時晴,8,1,晴時々曇,8,1
2003,11,25,晴一時曇,8,1,晴一時曇,8,1
2003,11,26,晴,8,1,晴時々曇,8,1
2003,11,27,雨時々曇,8,1,晴時々曇,8,1
2003,11,28,雨時々曇,8,1,曇時々雨,8,1
2003,11,29,雨一時曇,8,1,雨時々曇,8,1
2003,11,30,雨時々曇,8,1,雨一時曇,8,1
2003,12,1,曇時々晴,8,1,晴時々曇一時雨,8,1
2003,12,2,晴時々曇,8,1,晴,8,1
2003,12,3,曇一時雨,8,1,曇,8,1
2003,12,4,曇時々晴一時雨,8,1,晴時々曇一時雨,8,1
2003,12,5,晴一時曇,8,1,晴,8,1
2003,12,6,晴後雨,8,1,晴,8,1
2003,12,7,晴時々曇,8,1,雨後曇一時晴,8,1
2003,12,8,曇時々雨,8,1,晴時々曇,8,1
2003,12,9,曇時々晴一時雨,8,1,晴,8,1
2003,12,10,晴一時雨,8,1,晴,8,1
2003,12,11,曇時々雨,8,1,曇一時雨,8,1
2003,12,12,曇一時雨,8,1,雨時々曇,8,1
2003,12,13,曇,8,1,曇一時晴,8,1
2003,12,14,曇一時雨,8,1,曇,8,1
2003,12,15,晴時々曇,8,1,晴,8,1
2003,12,16,晴一時曇,8,1,晴時々曇,8,1
2003,12,17,曇,8,1,曇後晴,8,1
2003,12,18,晴後曇,8,1,晴,8,1
2003,12,19,晴時々雨,8,1,曇時々雨,8,1
2003,12,20,晴時々曇,8,1,曇時々晴一時雨,8,1
2003,12,21,曇一時晴,8,1,曇,8,1
2003,12,22,晴,8,1,晴一時曇,8,1
2003,12,23,晴,8,1,晴,8,1
2003,12,24,快晴,8,1,晴,8,1
2003,12,25,快晴,8,1,晴,8,1
2003,12,26,曇,8,1,曇一時雨,8,1
2003,12,27,晴時々曇一時雨,8,1,曇時々雨,8,1
2003,12,28,晴一時曇,8,1,晴一時曇,8,1
2003,12,29,晴時々曇,8,1,曇一時晴,8,1
2003,12,30,快晴,8,1,快晴,8,1
2003,12,31,曇時々雨,8,1,快晴,8,1
