ダウンロードした時刻：2019/01/25 17:08:36

,,,南大東（南大東島）,南大東（南大東島）,南大東（南大東島）,南大東（南大東島）,南大東（南大東島）,南大東（南大東島）
2008,3,2,晴一時曇,8,1,晴後時々曇,8,1
2008,3,3,曇一時晴,8,1,晴,8,1
2008,3,4,曇一時晴,8,1,晴一時曇,8,1
2008,3,5,晴一時曇,8,1,晴一時曇,8,1
2008,3,6,晴,8,1,晴一時曇,8,1
2008,3,7,曇一時晴,8,1,晴後時々曇,8,1
2008,3,8,曇時々晴,8,1,曇時々晴,8,1
2008,3,9,晴一時曇,8,1,曇後晴,8,1
2008,3,10,曇時々雨,8,1,曇一時雨,8,1
2008,3,11,雨時々曇,8,1,曇一時雨,8,1
2008,3,12,晴,8,1,晴一時曇,8,1
2008,3,13,薄曇後時々晴,8,1,晴後薄曇,8,1
2008,3,14,雨後晴,8,1,曇一時雨,8,1
2008,3,15,晴,8,1,晴一時雨,8,1
2008,3,16,晴,8,1,晴一時曇,8,1
2008,3,17,曇時々晴,8,1,晴,8,1
2008,3,18,曇時々雨、雷を伴う,8,1,曇時々雨一時晴,8,1
2008,3,19,晴時々曇一時雨,8,1,曇時々雨、雷を伴う,8,1
2008,3,20,曇時々晴,8,1,晴,8,1
2008,3,21,晴一時曇,8,1,晴一時曇,8,1
2008,3,22,晴,8,1,晴,8,1
2008,3,23,雨時々曇,8,1,晴一時薄曇,8,1
2008,3,24,晴,8,1,晴時々曇一時雨,8,1
2008,3,25,曇,8,1,晴,8,1
2008,3,26,曇時々晴,8,1,曇,8,1
2008,3,27,晴,8,1,晴,8,1
2008,3,28,晴一時曇,8,1,快晴,8,1
2008,3,29,曇一時雨,8,1,曇,8,1
2008,3,30,曇一時雨,8,1,大雨時々曇一時晴,8,1
2008,3,31,曇,8,1,晴一時雨,8,1
2008,4,1,晴,8,1,晴,8,1
2008,4,2,曇時々晴,8,1,晴,8,1
2008,4,3,曇時々雨,8,1,曇時々雨,8,1
2008,4,4,曇一時雨,8,1,曇一時雨,8,1
2008,4,5,曇時々晴,8,1,曇一時雨,8,1
2008,4,6,曇一時雨,8,1,晴時々曇,8,1
2008,4,7,薄曇,8,1,薄曇,8,1
2008,4,8,薄曇時々晴,8,1,薄曇時々晴,8,1
2008,4,9,曇時々晴,8,1,曇一時晴,8,1
2008,4,10,晴,8,1,曇一時雨、雷を伴う,8,1
2008,4,11,曇時々晴,8,1,晴時々曇,8,1
2008,4,12,曇,8,1,晴一時曇,8,1
2008,4,13,曇一時雨,8,1,曇後時々雨,8,1
2008,4,14,曇時々晴,8,1,曇一時雨,8,1
2008,4,15,晴,8,1,晴時々曇,8,1
2008,4,16,晴後一時曇,8,1,晴,8,1
2008,4,17,曇一時雨,8,1,曇,8,1
2008,4,18,晴時々曇,8,1,晴時々曇,8,1
2008,4,19,晴,8,1,曇時々晴,8,1
2008,4,20,晴一時曇,8,1,晴一時曇,8,1
2008,4,21,曇一時晴,8,1,晴時々曇,8,1
2008,4,22,曇一時晴,8,1,曇,8,1
2008,4,23,曇時々晴一時雨,8,1,晴,8,1
2008,4,24,晴,8,1,雨後曇時々晴,8,1
2008,4,25,晴一時曇,8,1,晴一時曇,8,1
2008,4,26,晴,8,1,曇後一時雨,8,1
2008,4,27,晴後時々曇,8,1,快晴,8,1
2008,4,28,曇時々雨,8,1,曇後時々雨,8,1
2008,4,29,曇時々雨,8,1,曇時々雨,8,1
2008,4,30,曇時々晴,8,1,曇時々雨,8,1
2008,5,1,曇,8,1,雨一時曇、雷を伴う,8,1
2008,5,2,薄曇後晴,8,1,曇一時晴,8,1
2008,5,3,晴,8,1,晴,8,1
2008,5,4,晴,8,1,晴,8,1
2008,5,5,曇時々雨,8,1,曇一時晴,8,1
2008,5,6,雨時々曇,8,1,雨時々曇,8,1
2008,5,7,曇時々雨,8,1,雨時々曇,8,1
2008,5,8,曇時々晴一時雨,8,1,曇時々雨一時晴,8,1
2008,5,9,晴,8,1,晴一時曇,8,1
2008,5,10,晴後曇,8,1,晴,8,1
2008,5,11,雨,8,1,雨時々曇,8,1
2008,5,12,晴時々曇一時雨,8,1,雨時々曇,8,1
2008,5,13,晴,8,1,晴,8,1
2008,5,14,曇一時雨,8,1,曇一時晴,8,1
2008,5,15,雨,8,1,雨時々曇,8,1
2008,5,16,晴時々雨,8,1,雨後時々曇,8,1
2008,5,17,曇一時晴,8,1,薄曇,8,1
2008,5,18,曇時々雨,8,1,曇,8,1
2008,5,19,曇時々霧一時雨,8,1,霧時々曇一時雨,8,1
2008,5,20,晴,8,1,曇時々晴,8,1
2008,5,21,曇時々晴,8,1,晴後薄曇,8,1
2008,5,22,曇後霧,8,1,曇,8,1
2008,5,23,霧一時霧雨,8,1,霧時々曇一時晴,8,1
2008,5,24,晴時々曇,8,1,霧後晴,8,1
2008,5,25,曇一時雨,8,1,曇,8,1
2008,5,26,曇時々晴,8,1,曇時々晴一時雨,8,1
2008,5,27,曇一時晴,8,1,曇時々晴,8,1
2008,5,28,曇,8,1,曇,8,1
2008,5,29,曇一時霧,8,1,曇,8,1
2008,5,30,曇一時晴,8,1,曇一時霧,8,1
2008,5,31,曇,8,1,曇一時雨、雷を伴う,8,1
2008,6,1,晴,8,1,晴時々曇一時雨,8,1
2008,6,2,晴一時曇,8,1,晴一時曇,8,1
2008,6,3,曇時々雨一時晴,8,1,曇一時雨,8,1
2008,6,4,雨時々曇,8,1,曇,8,1
2008,6,5,曇時々晴,8,1,曇時々雨,8,1
2008,6,6,曇時々晴,8,1,曇,8,1
2008,6,7,曇,8,1,薄曇,8,1
2008,6,8,晴時々曇,8,1,曇時々晴,8,1
2008,6,9,曇後晴,8,1,曇時々晴,8,1
2008,6,10,晴,8,1,晴一時曇,8,1
2008,6,11,晴一時曇,8,1,晴,8,1
2008,6,12,曇一時大雨、雷を伴う,8,1,曇時々晴一時雨,8,1
2008,6,13,曇時々晴,8,1,雨後曇時々晴、雷を伴う,8,1
2008,6,14,晴時々薄曇,8,1,薄曇一時晴,8,1
2008,6,15,曇後晴,8,1,曇一時晴,8,1
2008,6,16,晴時々薄曇,8,1,薄曇一時晴,8,1
2008,6,17,快晴,8,1,晴,8,1
2008,6,18,晴時々薄曇,8,1,晴,8,1
2008,6,19,晴時々薄曇,8,1,曇一時晴,8,1
2008,6,20,曇時々晴,8,1,曇時々晴,8,1
2008,6,21,薄曇,8,1,曇時々晴,8,1
2008,6,22,曇一時晴,8,1,曇時々晴,8,1
2008,6,23,曇時々晴,8,1,曇一時晴,8,1
2008,6,24,晴一時薄曇,8,1,薄曇一時晴,8,1
2008,6,25,曇時々雨、雷を伴う,8,1,曇一時雨、雷を伴う,8,1
2008,6,26,薄曇時々晴,8,1,曇,8,1
2008,6,27,晴時々薄曇,8,1,薄曇時々晴,8,1
2008,6,28,晴一時雨,8,1,薄曇時々晴一時雨,8,1
2008,6,29,晴一時雨,8,1,曇時々晴一時雨,8,1
2008,6,30,晴,8,1,晴,8,1
2008,7,1,晴,8,1,晴,8,1
2008,7,2,晴時々雨,8,1,晴,8,1
2008,7,3,晴,8,1,晴一時雨,8,1
2008,7,4,晴一時雨,8,1,晴一時雨,8,1
2008,7,5,晴,8,1,晴,8,1
2008,7,6,晴時々薄曇、雷を伴う,8,1,晴時々曇一時雨、雷を伴う,8,1
2008,7,7,薄曇後晴,8,1,曇時々晴、雷を伴う,8,1
2008,7,8,晴一時薄曇,8,1,薄曇一時晴,8,1
2008,7,9,薄曇一時晴,8,1,晴一時薄曇,8,1
2008,7,10,晴,8,1,晴一時曇,8,1
2008,7,11,薄曇後一時雨,8,1,晴後薄曇一時雨,8,1
2008,7,12,薄曇一時晴,8,1,晴一時薄曇,8,1
2008,7,13,晴,8,1,晴,8,1
2008,7,14,晴,8,1,晴,8,1
2008,7,15,雨時々曇,8,1,曇時々雨,8,1
2008,7,16,雨時々曇,8,1,雨,8,1
2008,7,17,晴,8,1,晴時々曇一時雨,8,1
2008,7,18,晴,8,1,快晴,8,1
2008,7,19,晴,8,1,晴,8,1
2008,7,20,晴時々薄曇,8,1,晴,8,1
2008,7,21,晴時々曇,8,1,晴後時々薄曇,8,1
2008,7,22,曇時々雨,8,1,曇時々晴,8,1
2008,7,23,晴時々曇,8,1,曇時々雨,8,1
2008,7,24,曇時々晴一時雨,8,1,晴一時雨,8,1
2008,7,25,晴時々曇一時雨,8,1,曇一時雨,8,1
2008,7,26,晴一時雨,8,1,晴一時雨,8,1
2008,7,27,晴,8,1,晴一時雨,8,1
2008,7,28,晴,8,1,晴,8,1
2008,7,29,　晴一時薄曇,8,1,薄曇,8,1
2008,7,30,晴一時薄曇,8,1,曇一時晴,8,1
2008,7,31,晴一時雨,8,1,晴,8,1
2008,8,1,晴,8,1,晴,8,1
2008,8,2,快晴,8,1,晴一時雨,8,1
2008,8,3,晴,8,1,晴一時雨,8,1
2008,8,4,晴,8,1,薄曇時々晴,8,1
2008,8,5,晴,8,1,晴時々曇一時雨,8,1
2008,8,6,晴時々曇一時雨,8,1,曇時々晴一時雨、雷を伴う,8,1
2008,8,7,晴後曇時々雨,8,1,晴一時曇,8,1
2008,8,8,曇時々雨一時晴,8,1,曇時々雨、雷を伴う,8,1
2008,8,9,晴後薄曇一時雨,8,1,薄曇時々晴,8,1
2008,8,10,曇時々晴一時雨,8,1,曇時々雨、雷を伴う,8,1
2008,8,11,曇一時雨,8,1,曇一時雨,8,1
2008,8,12,晴,8,1,曇後時々晴,8,1
2008,8,13,晴時々曇一時雨,8,1,晴一時雨,8,1
2008,8,14,曇一時大雨,8,1,曇時々大雨,8,1
2008,8,15,薄曇時々晴,8,1,曇一時雨,8,1
2008,8,16,晴一時曇,8,1,晴後一時雨,8,1
2008,8,17,晴,8,1,晴,8,1
2008,8,18,晴一時薄曇,8,1,晴,8,1
2008,8,19,晴,8,1,晴,8,1
2008,8,20,晴一時雨,8,1,晴,8,1
2008,8,21,薄曇後晴,8,1,晴一時薄曇,8,1
2008,8,22,晴,8,1,晴時々薄曇,8,1
2008,8,23,晴,8,1,薄曇後晴,8,1
2008,8,24,晴一時雨、雷を伴う,8,1,晴,8,1
2008,8,25,晴,8,1,晴時々曇一時雨,8,1
2008,8,26,晴,8,1,薄曇時々晴,8,1
2008,8,27,晴一時曇,8,1,曇時々雨、雷を伴う,8,1
2008,8,28,晴,8,1,晴,8,1
2008,8,29,薄曇,8,1,晴時々薄曇,8,1
2008,8,30,晴時々曇,8,1,薄曇時々晴,8,1
2008,8,31,薄曇後晴,8,1,晴,8,1
2008,9,1,晴後雨、雷を伴う,8,1,晴後一時雨,8,1
2008,9,2,曇時々晴,8,1,曇一時雨,8,1
2008,9,3,晴時々雨,8,1,晴時々曇,8,1
2008,9,4,晴,8,1,晴,8,1
2008,9,5,晴,8,1,晴,8,1
2008,9,6,快晴,8,1,晴,8,1
2008,9,7,晴一時薄曇,8,1,晴一時薄曇,8,1
2008,9,8,曇後晴,8,1,晴後曇,8,1
2008,9,9,薄曇一時晴,8,1,曇,8,1
2008,9,10,曇時々雨,8,1,曇,8,1
2008,9,11,曇一時雨,8,1,曇時々雨,8,1
2008,9,12,曇,8,1,雨時々曇,8,1
2008,9,13,曇時々晴,8,1,曇一時雨,8,1
2008,9,14,薄曇後一時晴,8,1,薄曇後一時雨,8,1
2008,9,15,薄曇,8,1,薄曇時々晴,8,1
2008,9,16,晴後一時薄曇,8,1,晴時々曇,8,1
2008,9,17,薄曇時々雨、雷を伴う,8,1,薄曇一時雨,8,1
2008,9,18,晴一時雨,8,1,曇時々雨一時晴、雷を伴う,8,1
2008,9,19,晴,8,1,晴一時薄曇,8,1
2008,9,20,晴,8,1,晴,8,1
2008,9,21,曇一時雨,8,1,晴時々曇一時雨,8,1
2008,9,22,晴時々曇,8,1,曇時々雨,8,1
2008,9,23,晴時々雨、雷を伴う,8,1,晴,8,1
2008,9,24,晴一時雨,8,1,晴時々曇,8,1
2008,9,25,晴,8,1,晴,8,1
2008,9,26,晴一時雨,8,1,晴,8,1
2008,9,27,曇後雨,8,1,曇,8,1
2008,9,28,晴時々曇,8,1,晴時々曇,8,1
2008,9,29,薄曇一時晴,8,1,晴一時薄曇,8,1
2008,9,30,晴一時薄曇,8,1,薄曇,8,1
2008,10,1,晴時々曇一時雨,8,1,晴時々曇一時雨,8,1
2008,10,2,晴,8,1,曇一時雨,8,1
2008,10,3,晴時々曇,8,1,晴後曇一時雨,8,1
2008,10,4,晴一時曇,8,1,晴一時雨,8,1
2008,10,5,晴,8,1,晴,8,1
2008,10,6,晴一時曇,8,1,晴一時曇,8,1
2008,10,7,晴後一時曇,8,1,晴,8,1
2008,10,8,曇時々雨,8,1,晴一時曇,8,1
2008,10,9,晴後一時雨,8,1,晴,8,1
2008,10,10,曇時々晴一時雨,8,1,晴時々薄曇,8,1
2008,10,11,晴,8,1,晴一時雨,8,1
2008,10,12,晴一時雨,8,1,晴,8,1
2008,10,13,晴一時雨,8,1,晴,8,1
2008,10,14,雨時々曇、雷を伴う,8,1,晴時々雨、雷を伴う,8,1
2008,10,15,晴時々雨、雷を伴う,8,1,曇一時雨,8,1
2008,10,16,曇一時雨,8,1,曇一時雨、雷を伴う,8,1
2008,10,17,曇時々雨,8,1,雨一時曇,8,1
2008,10,18,晴一時雨,8,1,曇時々雨一時晴,8,1
2008,10,19,晴一時雨,8,1,晴一時雨,8,1
2008,10,20,雨時々曇一時晴,8,1,晴一時雨,8,1
2008,10,21,晴,8,1,晴時々大雨,8,1
2008,10,22,晴,8,1,晴,8,1
2008,10,23,快晴,8,1,晴一時雨,8,1
2008,10,24,晴,8,1,晴,8,1
2008,10,25,晴一時曇,8,1,晴時々曇,8,1
2008,10,26,晴,8,1,晴一時曇,8,1
2008,10,27,雨時々曇,8,1,晴後時々曇,8,1
2008,10,28,晴,8,1,曇時々雨,8,1
2008,10,29,晴,8,1,晴,8,1
2008,10,30,晴,8,1,晴,8,1
2008,10,31,晴時々曇一時雨,8,1,晴,8,1
2008,11,1,晴時々曇,8,1,曇時々晴一時雨,8,1
2008,11,2,晴,8,1,晴一時曇,8,1
2008,11,3,曇時々雨一時晴,8,1,晴,8,1
2008,11,4,曇時々晴,8,1,曇,8,1
2008,11,5,曇時々晴一時雨、雷を伴う,8,1,曇時々晴,8,1
2008,11,6,晴,8,1,晴,8,1
2008,11,7,晴,8,1,晴,8,1
2008,11,8,晴,8,1,晴,8,1
2008,11,9,曇時々雨,8,1,曇時々雨一時晴,8,1
2008,11,10,雨,8,1,雨時々曇,8,1
2008,11,11,雨一時曇,8,1,大雨,8,1
2008,11,12,晴時々雨,8,1,晴時々雨,8,1
2008,11,13,晴,8,1,晴,8,1
2008,11,14,晴後一時雨,8,1,晴,8,1
2008,11,15,晴,8,1,晴,8,1
2008,11,16,曇一時晴,8,1,晴,8,1
2008,11,17,雨,8,1,雨時々曇,8,1
2008,11,18,曇時々晴一時雨,8,1,曇時々雨一時晴,8,1
2008,11,19,曇後晴,8,1,晴一時曇,8,1
2008,11,20,晴,8,1,晴一時曇,8,1
2008,11,21,晴,8,1,晴時々曇,8,1
2008,11,22,晴一時曇,8,1,晴,8,1
2008,11,23,曇,8,1,晴時々曇,8,1
2008,11,24,曇時々雨,8,1,雨時々曇,8,1
2008,11,25,曇時々雨,8,1,曇時々雨,8,1
2008,11,26,大雨,8,1,雨一時曇,8,1
2008,11,27,雨一時曇,8,1,雨時々曇,8,1
2008,11,28,曇時々晴,8,1,曇時々雨,8,1
2008,11,29,曇時々晴,8,1,曇後晴,8,1
2008,11,30,曇一時雨,8,1,曇時々晴,8,1
2008,12,1,曇一時雨,8,1,曇,8,1
2008,12,2,晴,8,1,曇時々晴,8,1
2008,12,3,快晴,8,1,晴,8,1
2008,12,4,晴後時々曇,8,1,晴,8,1
2008,12,5,曇時々晴,8,1,曇時々晴一時雨,8,1
2008,12,6,晴,8,1,晴時々曇一時雨,8,1
2008,12,7,晴後時々曇,8,1,晴,8,1
2008,12,8,曇一時雨,8,1,曇一時雨,8,1
2008,12,9,雨時々曇,8,1,雨時々曇,8,1
2008,12,10,晴,8,1,晴一時雨,8,1
2008,12,11,晴一時曇,8,1,晴一時雨,8,1
2008,12,12,晴,8,1,晴,8,1
2008,12,13,晴,8,1,晴,8,1
2008,12,14,晴時々曇一時雨,8,1,晴後一時雨,8,1
2008,12,15,晴一時曇,8,1,曇後晴,8,1
2008,12,16,曇時々雨,8,1,晴後曇,8,1
2008,12,17,晴一時雨,8,1,曇時々雨,8,1
2008,12,18,晴,8,1,晴,8,1
2008,12,19,快晴,8,1,晴,8,1
2008,12,20,曇,8,1,晴,8,1
2008,12,21,晴後時々曇,8,1,曇後一時晴,8,1
2008,12,22,曇時々雨,8,1,雨時々曇,8,1
2008,12,23,曇後晴,8,1,曇時々晴,8,1
2008,12,24,快晴,8,1,晴時々曇,8,1
2008,12,25,晴時々曇一時雨,8,1,晴一時曇,8,1
2008,12,26,曇時々晴一時雨,8,1,曇時々晴一時雨,8,1
2008,12,27,晴,8,1,晴時々曇,8,1
2008,12,28,晴,8,1,晴一時曇,8,1
2008,12,29,曇一時雨,8,1,晴,8,1
2008,12,30,曇時々雨,8,1,曇,8,1
2008,12,31,曇時々雨一時晴,8,1,曇,8,1
