ダウンロードした時刻：2019/01/25 17:09:04

,,,南大東（南大東島）,南大東（南大東島）,南大東（南大東島）,南大東（南大東島）,南大東（南大東島）,南大東（南大東島）
2013,3,4,晴後時々曇,8,1,晴時々曇,8,1
2013,3,5,曇一時晴,8,1,晴時々曇,8,1
2013,3,6,晴時々曇,8,1,晴時々曇,8,1
2013,3,7,晴,8,1,晴後一時曇,8,1
2013,3,8,快晴,8,1,晴,8,1
2013,3,9,晴,8,1,快晴,8,1
2013,3,10,晴後時々霧,8,1,晴,8,1
2013,3,11,晴時々曇一時雨,8,1,晴後時々曇、霧を伴う,8,1
2013,3,12,晴,8,1,晴,8,1
2013,3,13,晴時々雨一時曇,8,1,晴時々曇,8,1
2013,3,14,晴一時曇,8,1,曇時々雨,8,1
2013,3,15,晴,8,1,晴,8,1
2013,3,16,晴,8,1,晴,8,1
2013,3,17,曇時々晴,8,1,晴後時々曇,8,1
2013,3,18,雨時々曇、雷を伴う,8,1,曇時々晴,8,1
2013,3,19,曇後時々霧,8,1,曇時々晴一時雨,8,1
2013,3,20,曇時々晴,8,1,晴時々霧一時曇,8,1
2013,3,21,曇一時晴,8,1,曇一時晴,8,1
2013,3,22,曇時々晴,8,1,曇時々晴一時雨,8,1
2013,3,23,曇後時々晴,8,1,曇一時晴,8,1
2013,3,24,大雨時々曇、雷を伴う,8,1,曇後一時晴、雷を伴う,8,1
2013,3,25,晴一時曇,8,1,晴時々曇一時雨,8,1
2013,3,26,曇一時雨,8,1,晴後一時曇,8,1
2013,3,27,曇時々晴一時雨,8,1,曇時々雨,8,1
2013,3,28,曇一時雨,8,1,曇一時雨,8,1
2013,3,29,曇後時々雨,8,1,曇後一時雨,8,1
2013,3,30,曇時々雨,8,1,曇,8,1
2013,3,31,曇一時雨,8,1,曇後雨、雷を伴う,8,1
2013,4,1,曇後雨、雷を伴う,8,1,曇一時雨,8,1
2013,4,2,曇時々晴,8,1,曇一時雨,8,1
2013,4,3,曇一時雨,8,1,曇,8,1
2013,4,4,曇時々晴,8,1,曇後一時雨,8,1
2013,4,5,雨時々曇,8,1,曇時々雨,8,1
2013,4,6,曇時々雨,8,1,曇時々大雨,8,1
2013,4,7,曇時々晴,8,1,曇時々晴,8,1
2013,4,8,晴,8,1,晴一時曇,8,1
2013,4,9,晴一時雨,8,1,晴一時曇,8,1
2013,4,10,曇,8,1,曇一時雨,8,1
2013,4,11,曇時々晴,8,1,晴一時曇,8,1
2013,4,12,曇時々晴一時雨,8,1,曇一時雨,8,1
2013,4,13,晴後一時曇,8,1,晴,8,1
2013,4,14,雨時々曇一時晴,8,1,曇時々雨一時晴,8,1
2013,4,15,晴,8,1,曇一時雨後晴,8,1
2013,4,16,大雨一時曇,8,1,晴後曇時々雨,8,1
2013,4,17,雨時々曇一時晴、雷を伴う,8,1,大雨時々曇,8,1
2013,4,18,雨時々曇,8,1,曇時々雨、雷を伴う,8,1
2013,4,19,晴時々曇,8,1,曇後一時晴,8,1
2013,4,20,曇時々雨,8,1,晴後曇,8,1
2013,4,21,曇一時晴,8,1,曇一時雨後晴,8,1
2013,4,22,曇一時晴,8,1,曇後晴,8,1
2013,4,23,晴時々曇,8,1,曇後晴,8,1
2013,4,24,晴時々曇,8,1,曇時々晴一時雨,8,1
2013,4,25,雨時々曇,8,1,曇時々雨,8,1
2013,4,26,曇,8,1,曇一時雨,8,1
2013,4,27,曇,8,1,曇時々晴,8,1
2013,4,28,曇,8,1,曇,8,1
2013,4,29,晴時々曇,8,1,曇一時晴,8,1
2013,4,30,曇,8,1,曇時々晴,8,1
2013,5,1,晴一時雨,8,1,雨時々曇、雷を伴う,8,1
2013,5,2,晴時々曇,8,1,曇時々晴,8,1
2013,5,3,曇,8,1,薄曇,8,1
2013,5,4,晴一時曇,8,1,薄曇一時晴,8,1
2013,5,5,晴,8,1,曇,8,1
2013,5,6,晴後時々曇,8,1,晴一時曇,8,1
2013,5,7,晴,8,1,曇時々晴一時雨,8,1
2013,5,8,晴,8,1,晴時々薄曇,8,1
2013,5,9,晴後曇,8,1,曇時々晴,8,1
2013,5,10,曇時々晴,8,1,晴後薄曇,8,1
2013,5,11,雨時々曇一時晴、雷を伴う,8,1,曇一時晴後大雨,8,1
2013,5,12,曇後雨,8,1,曇一時雨,8,1
2013,5,13,曇時々雨,8,1,雨,8,1
2013,5,14,曇時々晴,8,1,曇,8,1
2013,5,15,曇一時晴後雨,8,1,曇時々晴,8,1
2013,5,16,曇後雨一時霧,8,1,曇後一時雨,8,1
2013,5,17,雨後時々曇,8,1,雨,8,1
2013,5,18,曇後晴,8,1,晴時々曇,8,1
2013,5,19,曇一時雨、霧を伴う,8,1,曇時々晴,8,1
2013,5,20,晴時々曇,8,1,曇時々晴一時霧,8,1
2013,5,21,曇一時雨,8,1,曇時々雨一時晴,8,1
2013,5,22,曇時々雨一時晴,8,1,曇一時雨,8,1
2013,5,23,雨時々曇,8,1,曇後一時雨,8,1
2013,5,24,雨,8,1,曇時々雨,8,1
2013,5,25,雨後曇,8,1,雨一時曇,8,1
2013,5,26,曇時々雨一時晴,8,1,曇時々雨一時晴,8,1
2013,5,27,霧時々晴一時曇,8,1,晴時々曇,8,1
2013,5,28,曇時々晴,8,1,晴一時霧,8,1
2013,5,29,晴後一時霧,8,1,晴時々曇一時霧,8,1
2013,5,30,晴時々曇,8,1,晴後曇,8,1
2013,5,31,晴時々曇一時雨,8,1,晴後曇,8,1
2013,6,1,晴時々曇,8,1,曇時々晴一時雨,8,1
2013,6,2,晴,8,1,晴時々曇,8,1
2013,6,3,晴,8,1,晴後一時曇,8,1
2013,6,4,晴一時曇,8,1,晴時々曇,8,1
2013,6,5,晴時々曇,8,1,曇時々晴,8,1
2013,6,6,晴,8,1,曇時々雨後晴、雷を伴う,8,1
2013,6,7,曇,8,1,薄曇,8,1
2013,6,8,晴時々曇一時雨,8,1,曇時々晴,8,1
2013,6,9,曇,8,1,晴一時曇,8,1
2013,6,10,曇時々晴一時雨,8,1,晴後時々曇,8,1
2013,6,11,晴一時曇,8,1,晴一時曇,8,1
2013,6,12,曇時々晴、雷を伴う,8,1,晴時々曇,8,1
2013,6,13,晴時々曇,8,1,晴時々曇,8,1
2013,6,14,晴時々薄曇,8,1,薄曇時々晴,8,1
2013,6,15,晴一時薄曇,8,1,薄曇時々晴一時雨,8,1
2013,6,16,晴時々曇,8,1,曇時々晴一時雨,8,1
2013,6,17,晴時々曇,8,1,晴時々薄曇,8,1
2013,6,18,晴一時雨,8,1,曇時々晴一時雨,8,1
2013,6,19,晴時々曇,8,1,薄曇時々晴,8,1
2013,6,20,晴時々曇,8,1,曇時々晴,8,1
2013,6,21,晴,8,1,薄曇時々晴,8,1
2013,6,22,晴時々薄曇,8,1,晴,8,1
2013,6,23,晴,8,1,晴時々薄曇,8,1
2013,6,24,晴,8,1,晴後一時薄曇,8,1
2013,6,25,曇時々晴一時雨,8,1,晴,8,1
2013,6,26,晴後曇,8,1,晴一時曇,8,1
2013,6,27,曇時々晴,8,1,曇時々晴,8,1
2013,6,28,晴時々薄曇,8,1,薄曇時々晴,8,1
2013,6,29,晴,8,1,晴時々薄曇,8,1
2013,6,30,晴時々曇,8,1,晴,8,1
2013,7,1,晴,8,1,晴,8,1
2013,7,2,晴,8,1,晴後一時雨,8,1
2013,7,3,薄曇後晴,8,1,晴後薄曇,8,1
2013,7,4,晴時々曇,8,1,晴一時薄曇,8,1
2013,7,5,晴,8,1,晴,8,1
2013,7,6,晴,8,1,晴,8,1
2013,7,7,晴,8,1,晴,8,1
2013,7,8,晴,8,1,晴,8,1
2013,7,9,晴後一時曇,8,1,晴一時薄曇,8,1
2013,7,10,晴時々曇,8,1,晴,8,1
2013,7,11,曇一時晴,8,1,曇時々雨一時晴,8,1
2013,7,12,晴時々曇,8,1,曇後晴,8,1
2013,7,13,晴,8,1,晴一時曇,8,1
2013,7,14,晴,8,1,晴,8,1
2013,7,15,晴,8,1,晴後時々薄曇,8,1
2013,7,16,晴一時曇,8,1,薄曇時々晴,8,1
2013,7,17,晴,8,1,晴,8,1
2013,7,18,晴,8,1,晴時々薄曇,8,1
2013,7,19,晴,8,1,晴,8,1
2013,7,20,晴,8,1,晴,8,1
2013,7,21,晴一時曇,8,1,曇時々晴,8,1
2013,7,22,晴,8,1,晴,8,1
2013,7,23,晴一時曇,8,1,晴,8,1
2013,7,24,晴後時々薄曇,8,1,晴時々薄曇,8,1
2013,7,25,晴,8,1,晴,8,1
2013,7,26,晴,8,1,晴,8,1
2013,7,27,晴時々曇,8,1,晴,8,1
2013,7,28,晴,8,1,薄曇時々晴,8,1
2013,7,29,晴,8,1,薄曇時々晴,8,1
2013,7,30,晴後一時雨,8,1,晴,8,1
2013,7,31,晴,8,1,晴,8,1
2013,8,1,薄曇時々晴,8,1,晴後一時薄曇,8,1
2013,8,2,薄曇後晴,8,1,晴一時雨後時々薄曇,8,1
2013,8,3,晴,8,1,晴,8,1
2013,8,4,晴時々曇,8,1,晴後薄曇,8,1
2013,8,5,曇後一時雨,8,1,薄曇,8,1
2013,8,6,晴時々曇,8,1,曇一時雨,8,1
2013,8,7,晴一時薄曇,8,1,晴後時々薄曇,8,1
2013,8,8,晴後一時薄曇,8,1,晴一時薄曇,8,1
2013,8,9,快晴,8,1,晴,8,1
2013,8,10,晴後一時曇,8,1,晴後時々雨,8,1
2013,8,11,晴,8,1,晴一時雨,8,1
2013,8,12,晴,8,1,晴後一時雨,8,1
2013,8,13,晴,8,1,晴,8,1
2013,8,14,快晴,8,1,晴後時々雨一時曇,8,1
2013,8,15,晴一時曇,8,1,晴,8,1
2013,8,16,雨時々曇,8,1,大雨時々曇、雷を伴う,8,1
2013,8,17,晴,8,1,曇一時雨後晴,8,1
2013,8,18,晴時々雨,8,1,晴時々曇,8,1
2013,8,19,曇時々雨,8,1,曇時々雨一時晴,8,1
2013,8,20,曇一時雨,8,1,曇後時々雨,8,1
2013,8,21,晴時々雨,8,1,曇一時雨,8,1
2013,8,22,晴,8,1,晴,8,1
2013,8,23,晴,8,1,晴,8,1
2013,8,24,晴一時曇,8,1,薄曇後晴,8,1
2013,8,25,晴,8,1,晴,8,1
2013,8,26,晴,8,1,晴,8,1
2013,8,27,晴後一時雨,8,1,晴,8,1
2013,8,28,晴,8,1,晴,8,1
2013,8,29,晴,8,1,晴,8,1
2013,8,30,晴,8,1,晴後薄曇,8,1
2013,8,31,晴後曇時々雨、雷を伴う,8,1,晴後一時雨,8,1
2013,9,1,晴,8,1,晴時々薄曇一時雨、雷を伴う,8,1
2013,9,2,晴後一時薄曇,8,1,晴,8,1
2013,9,3,晴一時雨,8,1,薄曇,8,1
2013,9,4,晴,8,1,晴時々薄曇,8,1
2013,9,5,晴,8,1,晴後一時曇,8,1
2013,9,6,晴,8,1,晴後時々曇、雷を伴う,8,1
2013,9,7,晴,8,1,晴,8,1
2013,9,8,快晴,8,1,晴,8,1
2013,9,9,晴,8,1,晴,8,1
2013,9,10,晴,8,1,晴,8,1
2013,9,11,晴後一時雨,8,1,晴,8,1
2013,9,12,晴,8,1,晴後時々雨,8,1
2013,9,13,晴,8,1,晴,8,1
2013,9,14,曇時々雨,8,1,曇,8,1
2013,9,15,晴,8,1,曇時々雨後晴,8,1
2013,9,16,晴,8,1,晴,8,1
2013,9,17,晴一時曇,8,1,晴時々曇,8,1
2013,9,18,晴時々雨,8,1,晴後曇,8,1
2013,9,19,曇一時晴,8,1,曇時々晴後一時雨,8,1
2013,9,20,　曇時々晴,8,1,曇,8,1
2013,9,21,曇時々晴,8,1,曇,8,1
2013,9,22,晴後一時曇,8,1,晴,8,1
2013,9,23,晴後一時雨,8,1,晴一時曇,8,1
2013,9,24,晴,8,1,晴,8,1
2013,9,25,晴,8,1,晴,8,1
2013,9,26,晴時々曇一時雨,8,1,晴時々曇,8,1
2013,9,27,晴後時々曇,8,1,晴時々曇,8,1
2013,9,28,晴時々曇,8,1,晴時々曇一時雨,8,1
2013,9,29,晴,8,1,晴,8,1
2013,9,30,晴,8,1,晴時々曇一時雨,8,1
2013,10,1,曇時々晴,8,1,晴後時々曇,8,1
2013,10,2,晴時々曇,8,1,曇時々晴,8,1
2013,10,3,雨時々曇、雷を伴う,8,1,曇時々雨,8,1
2013,10,4,暴風雨後曇,8,1,雨時々曇,8,1
2013,10,5,晴時々曇一時雨,8,1,曇後一時雨、大風を伴う,8,1
2013,10,6,曇後時々雨、大風を伴う,8,1,曇時々晴,8,1
2013,10,7,晴時々曇一時雨,8,1,暴風雨時々曇一時晴,8,1
2013,10,8,晴一時曇,8,1,晴時々曇,8,1
2013,10,9,晴時々曇,8,1,晴,8,1
2013,10,10,晴,8,1,晴時々曇一時雨,8,1
2013,10,11,晴,8,1,晴,8,1
2013,10,12,晴時々曇,8,1,晴,8,1
2013,10,13,曇後一時雨,8,1,曇時々晴,8,1
2013,10,14,暴風雨,8,1,曇時々雨,8,1
2013,10,15,晴時々曇一時雨,8,1,雨後曇、大風を伴う,8,1
2013,10,16,晴,8,1,晴後一時曇,8,1
2013,10,17,晴時々曇,8,1,晴後一時雨,8,1
2013,10,18,晴,8,1,晴時々曇一時雨,8,1
2013,10,19,晴一時雨,8,1,晴後一時曇,8,1
2013,10,20,晴一時曇,8,1,晴時々曇,8,1
2013,10,21,曇後一時晴,8,1,曇時々晴一時雨,8,1
2013,10,22,雨、大風を伴う,8,1,曇時々雨,8,1
2013,10,23,暴風雨,8,1,暴風雨,8,1
2013,10,24,雨、大風を伴う,8,1,暴風雨,8,1
2013,10,25,曇後時々雨,8,1,曇時々雨一時晴,8,1
2013,10,26,晴時々曇,8,1,晴一時曇,8,1
2013,10,27,晴時々曇,8,1,曇後晴,8,1
2013,10,28,曇時々晴,8,1,曇時々晴,8,1
2013,10,29,晴後時々曇,8,1,晴,8,1
2013,10,30,雨後時々曇,8,1,曇後雨,8,1
2013,10,31,雨時々曇,8,1,雨時々曇,8,1
2013,11,1,晴時々曇一時雨,8,1,曇時々雨一時晴,8,1
2013,11,2,晴後一時曇,8,1,曇後時々晴,8,1
2013,11,3,晴後一時霧,8,1,晴時々曇,8,1
2013,11,4,曇時々晴,8,1,晴一時霧,8,1
2013,11,5,晴後一時曇,8,1,晴時々曇,8,1
2013,11,6,快晴,8,1,晴後一時曇,8,1
2013,11,7,晴,8,1,晴,8,1
2013,11,8,晴,8,1,晴,8,1
2013,11,9,晴時々曇,8,1,晴一時曇,8,1
2013,11,10,晴後一時雨,8,1,晴一時曇,8,1
2013,11,11,曇時々雨,8,1,曇時々晴,8,1
2013,11,12,曇時々雨,8,1,曇後時々雨,8,1
2013,11,13,曇後時々雨,8,1,曇時々雨,8,1
2013,11,14,晴一時曇,8,1,雨後曇,8,1
2013,11,15,曇一時雨,8,1,曇時々晴一時雨,8,1
2013,11,16,曇,8,1,曇一時晴,8,1
2013,11,17,曇時々晴,8,1,雨時々曇,8,1
2013,11,18,晴一時曇,8,1,晴後一時曇,8,1
2013,11,19,晴一時曇,8,1,晴時々曇,8,1
2013,11,20,曇,8,1,晴時々曇,8,1
2013,11,21,晴時々曇,8,1,曇,8,1
2013,11,22,曇後一時晴,8,1,曇時々晴,8,1
2013,11,23,快晴,8,1,快晴,8,1
2013,11,24,晴後一時曇,8,1,晴,8,1
2013,11,25,曇時々雨後晴,8,1,曇一時晴後暴風雨、雷を伴う,8,1
2013,11,26,晴時々曇,8,1,晴,8,1
2013,11,27,雨時々曇,8,1,晴後曇,8,1
2013,11,28,曇,8,1,雨時々曇,8,1
2013,11,29,晴,8,1,曇後時々晴,8,1
2013,11,30,晴,8,1,晴後時々曇,8,1
2013,12,1,曇,8,1,曇一時晴,8,1
2013,12,2,晴,8,1,晴時々曇,8,1
2013,12,3,晴,8,1,晴,8,1
2013,12,4,晴時々曇,8,1,晴後時々曇,8,1
2013,12,5,快晴,8,1,晴一時曇,8,1
2013,12,6,晴時々曇,8,1,曇一時晴,8,1
2013,12,7,快晴,8,1,曇時々晴,8,1
2013,12,8,晴時々曇,8,1,曇時々晴,8,1
2013,12,9,雨時々曇、大風を伴う,8,1,曇後一時雨,8,1
2013,12,10,曇後一時晴,8,1,晴時々曇,8,1
2013,12,11,曇時々晴,8,1,曇後一時晴,8,1
2013,12,12,曇時々晴,8,1,曇時々晴,8,1
2013,12,13,曇,8,1,曇,8,1
2013,12,14,曇後晴,8,1,曇,8,1
2013,12,15,曇,8,1,曇時々晴,8,1
2013,12,16,曇,8,1,曇時々晴,8,1
2013,12,17,曇時々雨,8,1,曇,8,1
2013,12,18,曇,8,1,大雨後曇,8,1
2013,12,19,晴時々曇,8,1,晴時々曇,8,1
2013,12,20,曇時々晴,8,1,晴時々曇,8,1
2013,12,21,曇一時晴,8,1,曇時々晴,8,1
2013,12,22,晴一時曇,8,1,曇時々晴,8,1
2013,12,23,晴,8,1,晴,8,1
2013,12,24,曇後時々雨,8,1,曇後一時晴,8,1
2013,12,25,雨,8,1,雨一時曇,8,1
2013,12,26,曇時々雨,8,1,大雨,8,1
2013,12,27,晴時々曇,8,1,曇一時雨,8,1
2013,12,28,晴,8,1,晴時々曇,8,1
2013,12,29,曇時々晴,8,1,晴後一時曇,8,1
2013,12,30,曇時々晴一時雨,8,1,曇後一時晴,8,1
2013,12,31,雨時々曇,8,1,曇,8,1
